	SRR21374326	SRR21374327	SRR21374328	SRR21374329	SRR21374330	SRR21374331	SRR21374332	SRR21374333	SRR21374334	SRR21374335	SRR21374336	SRR21374337	SRR21374338	SRR21374339	SRR21374340	SRR21374341	SRR21374342	SRR21374343	SRR21374344	SRR21374345
XM_067088439.1	116.20	104.24	93.52	0.00	34.68	20.54	12.51	41.12	0.00	224.51	207.08	0.00	9.60	0.00	74.97	34.84	0.00	83.44	0.00	0.00
XM_067088444.1	293.00	87.00	126.00	129.58	85.00	85.00	72.00	52.00	984.87	1201.98	1224.45	1213.00	1137.01	95.95	102.00	44.00	714.74	251.00	37.08	75.00
XM_067088451.1	37.48	101.50	111.35	3242.38	5429.60	3422.52	2904.38	3412.99	103.77	209.81	116.78	51.47	50.32	3513.18	2251.18	263.23	122.14	113.29	1997.03	1501.98
XM_067088457.1	196.52	122.59	96.13	2426.55	8102.62	4110.95	2388.03	5828.73	146.68	94.36	136.46	76.44	108.61	3133.76	849.19	490.26	91.92	101.94	1365.13	1327.26
XM_067088461.1	0.00	19.88	0.00	119.91	380.76	147.78	0.00	130.13	90.25	0.00	25.26	0.00	35.42	137.29	0.00	176.32	0.00	0.00	84.45	95.20
XM_067088462.1	20.00	9.01	2.74	9.00	6.00	20.01	3.00	9.07	6.38	3.00	8.01	3.00	13.48	23.50	21.00	8.02	20.55	9.64	3.00	34.20
XM_067088466.1	0.00	0.00	0.00	720.30	1620.72	608.18	1078.89	856.24	3.31	8.01	14.47	2.09	3.65	215.25	765.37	113.67	7.46	28.76	327.40	166.07
XM_067088504.1	17.32	4.00	12.55	25.75	21.57	17.05	0.00	13.71	5.06	0.00	23.17	0.00	2.16	16.85	6.92	6.13	15.20	19.05	5.74	3.46
XM_067088516.1	0.00	0.00	0.00	984.73	718.01	866.80	171.89	221.19	194.35	27.37	145.01	127.00	51.68	1393.22	295.93	74.51	20.12	14.33	406.21	317.89
XM_067088517.1	14.00	46.91	6.00	3204.42	2734.13	1248.23	778.83	1154.17	0.00	16.63	0.00	0.00	0.00	3075.48	2082.76	181.20	0.00	0.00	1670.43	2586.30
XM_067088528.1	429.00	571.00	399.00	61.00	199.00	68.00	57.08	86.00	143.68	32.53	355.23	148.97	179.36	19.00	178.00	102.00	301.01	395.00	0.00	0.00
XM_067088531.1	610.00	181.02	223.09	295.58	442.93	153.81	181.14	195.56	1076.01	766.08	1101.46	787.23	1092.80	211.00	403.05	454.80	1651.00	657.93	182.00	185.70
XM_067088532.1	1384.43	140.58	175.05	273.21	145.89	161.00	93.89	107.03	3530.86	4906.80	2809.67	3249.69	3624.44	319.34	249.00	127.53	9881.12	1384.15	219.82	145.95
XM_067088533.1	3412.76	3419.37	2400.14	4069.02	5694.27	3838.84	2821.92	3432.07	4408.26	3255.35	10558.14	4095.59	8260.95	3434.94	4742.17	5719.93	6838.03	4104.53	2754.53	2976.16
XM_067088537.1	203.43	291.96	73.13	139.80	66.09	0.00	98.94	88.01	568.63	302.11	1197.53	142.87	932.46	28.39	62.44	0.00	218.44	185.53	0.00	46.42
XM_067088543.1	144.66	721.66	132.54	420.66	299.36	214.40	229.77	194.70	0.00	0.00	0.00	0.00	2.00	233.08	281.05	0.00	16.09	66.54	284.45	91.52
XM_067088544.1	344.16	1469.82	398.78	2946.54	1589.64	1829.71	1194.78	814.30	12.00	4.00	3.00	10.00	0.00	3116.01	3517.82	12.00	54.91	72.46	3845.70	1038.10
XM_067088546.1	1292.05	708.99	597.90	1703.00	3950.26	3133.36	3097.68	2815.30	388.00	162.00	6615.27	607.47	309.94	1445.63	1447.13	557.12	1964.04	677.20	1027.46	223.77
XM_067088548.1	175.00	52.00	54.00	59.00	71.00	50.00	35.00	49.03	1042.28	1070.64	1009.76	960.00	1302.67	34.00	70.00	33.00	416.95	128.00	26.00	38.00
XM_067088549.1	120.00	25.00	40.01	40.00	61.00	33.00	24.00	36.00	2780.27	3272.22	4177.43	2672.80	3157.14	30.00	33.00	30.00	1442.18	91.00	24.00	20.00
XM_067088551.1	67.79	27.00	15.00	50.00	79.00	65.03	28.00	44.00	504.79	429.66	218.99	267.00	382.34	37.03	73.00	21.00	304.99	71.00	40.00	61.00
XM_067088554.1	214.83	47.20	102.17	465.50	1181.84	793.91	720.91	766.20	161.71	37.02	448.28	28.29	288.65	256.70	144.57	374.42	159.06	205.00	148.24	236.13
XM_067088562.1	345.21	204.95	197.32	0.00	0.00	270.30	0.00	157.43	158.89	0.00	74.00	0.00	0.00	74.46	0.00	0.00	1083.86	0.00	0.00	118.96
XM_067088563.1	169.77	68.46	0.00	301.46	395.27	196.00	158.84	239.00	542.00	613.92	642.90	483.12	473.01	167.10	199.84	370.14	340.09	96.20	165.94	156.49
XM_067088574.1	621.07	489.42	368.61	354.61	175.42	181.14	201.11	118.31	76.94	57.76	0.00	73.42	89.51	279.16	428.66	45.38	489.68	541.12	335.20	180.74
XM_067088589.1	511.29	810.82	467.10	710.49	0.00	297.83	360.86	111.38	702.10	512.12	853.25	650.87	772.72	439.44	184.39	2923.57	0.00	419.11	206.22	268.52
XM_067088592.1	170.75	236.95	132.16	454.55	495.14	407.29	132.59	415.47	42.89	0.00	0.00	70.67	0.00	211.80	307.29	154.86	55.14	145.03	70.59	348.47
XM_067088594.1	278.90	194.55	128.76	598.35	921.55	563.17	540.09	609.30	651.22	553.03	2001.29	612.37	1666.30	498.09	433.61	339.36	573.36	319.49	338.40	442.58
XM_067088595.1	783.52	417.72	160.76	1222.24	1260.42	889.73	560.30	759.06	3437.71	5669.77	5138.86	4784.56	2347.51	923.59	1233.72	2063.47	1784.07	654.72	956.04	510.04
XM_067088596.1	386.11	676.20	239.08	214.24	279.69	116.88	99.99	167.37	147.85	70.17	87.99	154.90	362.63	304.04	94.77	293.38	448.19	401.01	114.98	132.81
XM_067088599.1	227.10	398.05	246.86	138.59	85.97	0.00	0.00	0.00	0.00	0.00	31.41	0.00	0.00	0.00	0.00	140.88	382.98	266.10	230.90	83.35
XM_067088619.1	17.98	51.77	9.16	0.00	11.98	0.00	11.89	14.17	71.07	856.10	129.37	69.01	70.55	13.41	119.96	33.37	73.18	0.00	3.36	0.00
XM_067088620.1	5262.18	7601.07	3415.94	5113.42	10897.49	5903.78	4913.14	5096.75	3085.50	2821.50	5520.92	2705.00	4146.52	4116.97	4757.07	5865.35	6921.93	4167.90	3551.56	5064.97
XM_067088621.1	249.44	143.63	96.00	168.00	193.02	96.01	99.34	92.75	547.78	553.90	623.14	587.72	780.88	108.01	169.72	304.80	322.36	192.68	80.54	100.15
XM_067088623.1	157.94	39.53	69.01	82.10	68.00	23.94	31.38	56.00	81.22	115.76	161.46	114.42	181.26	71.00	75.95	30.08	441.33	140.39	40.65	19.28
XM_067088628.1	51.88	47.24	31.72	81.88	129.91	70.90	61.27	110.88	73.06	193.96	73.45	138.16	132.22	36.49	177.13	37.94	101.41	59.35	148.69	45.85
XM_067088629.1	108.00	73.00	50.00	696.92	646.24	450.10	289.17	413.11	76.00	48.52	153.02	76.00	109.03	196.11	341.19	252.31	183.74	93.00	268.14	936.71
XM_067088630.1	0.00	0.00	0.00	263.81	83.87	74.04	61.60	50.43	0.00	9.48	0.00	0.00	0.00	5.89	79.81	12.67	0.00	0.00	5.99	869.95
XM_067088631.1	206.87	59.13	44.51	149.77	160.00	109.16	103.15	78.86	158.37	121.89	267.89	181.06	213.91	71.24	110.02	286.96	245.38	212.31	56.00	72.70
XM_067088632.1	73.13	55.87	33.49	4.23	0.00	18.84	12.85	27.14	340.64	235.11	551.29	274.70	538.10	5.75	17.99	119.94	109.72	36.69	0.00	41.30
XM_067088634.1	346.00	330.20	186.76	242.14	602.88	251.85	188.69	273.01	777.01	1003.91	1268.07	1094.11	1069.27	207.38	342.95	274.00	394.29	344.47	172.00	217.05
XM_067088639.1	182.17	59.43	54.53	266.93	167.95	78.32	115.77	79.03	1517.90	1431.25	1150.12	1164.78	1148.08	264.54	109.34	52.51	324.07	116.76	68.73	42.09
XM_067088640.1	333.00	216.00	130.19	185.35	265.00	114.00	131.00	131.85	469.70	515.35	678.24	384.38	502.83	131.00	170.49	306.77	520.71	307.71	82.98	140.45
XM_067088642.1	421.05	196.74	137.03	205.65	256.99	103.31	92.53	144.48	593.04	862.41	796.66	568.03	552.43	123.99	188.61	181.68	838.79	378.27	74.52	97.87
XM_067088645.1	247.63	399.95	159.15	404.00	563.72	210.80	288.79	307.45	354.62	312.92	449.55	138.26	390.78	217.68	355.98	146.11	232.23	163.84	136.00	109.99
XM_067088672.1	210.68	232.04	144.25	0.00	0.00	0.00	0.00	0.00	1146.20	1001.13	755.19	1052.62	1319.55	0.00	0.00	198.94	0.00	91.18	0.00	0.00
XM_067088677.1	889.75	1017.85	780.60	556.67	600.00	482.21	502.79	675.32	526.47	132.00	542.29	394.75	337.96	276.31	554.19	1092.13	1144.59	900.07	146.00	285.26
XM_067088679.1	268.00	319.00	150.00	114.39	109.00	56.00	55.00	70.00	258.75	304.58	383.54	201.98	273.39	74.00	97.86	106.00	370.34	201.00	42.00	55.00
XM_067088682.1	540.00	305.00	210.00	448.89	673.94	392.27	361.26	391.00	509.00	664.59	625.11	613.00	614.12	242.68	365.98	437.27	1120.07	360.00	173.00	350.89
XM_067088683.1	320.84	124.49	77.32	235.42	419.74	101.77	109.91	98.01	967.27	1103.87	1307.00	771.00	884.59	233.24	205.55	311.99	658.15	255.66	106.27	129.63
XM_067088684.1	732.49	73.00	204.03	58.00	38.00	21.00	21.00	21.00	635.00	1039.61	1020.81	973.00	1117.09	60.00	30.00	18.00	2603.42	724.86	17.00	13.00
XM_067088685.1	243.00	148.00	98.00	285.09	334.52	257.02	215.00	237.78	691.86	616.00	1217.19	596.62	1025.18	278.04	367.01	583.01	542.55	208.00	262.00	308.00
XM_067088686.1	2074.38	2864.13	1495.12	883.71	1331.19	795.47	730.94	719.98	1932.76	1177.94	2057.73	1665.11	1694.20	389.39	827.00	1186.72	2528.93	1925.85	338.00	633.21
XM_067088689.1	70.67	453.33	76.14	2416.03	0.00	2649.47	2445.23	2512.28	11.17	0.00	137.95	0.00	209.53	2064.38	1185.32	1696.66	10.71	459.29	897.72	1427.66
XM_067088691.1	0.00	496.27	243.04	241.11	556.29	104.97	141.65	149.99	417.77	452.79	131.23	345.58	446.53	137.83	0.00	0.00	0.00	323.57	56.67	43.60
XM_067088693.1	0.00	0.00	0.00	880.04	2660.47	559.33	332.38	691.12	244.09	109.90	87.43	203.20	0.00	534.99	486.58	368.92	462.00	0.00	773.81	105.67
XM_067088694.1	687.97	1209.20	738.46	664.96	3955.94	1757.50	1150.39	1211.71	1600.09	1373.79	2549.16	785.61	1354.32	833.70	2457.76	1782.92	2418.03	786.98	310.01	601.81
XM_067088695.1	1592.34	821.96	1079.32	1792.23	1378.02	540.68	489.57	0.00	0.00	825.95	472.01	1047.80	865.50	627.92	646.77	468.99	1138.10	1375.34	1062.52	613.09
XM_067088698.1	72.61	126.92	80.35	161.16	266.24	129.20	152.51	57.60	291.33	198.36	0.00	257.37	42.28	143.61	393.30	109.24	249.50	0.00	277.60	152.06
XM_067088699.1	0.00	0.00	0.00	1743.38	1980.16	1266.36	1078.77	1151.15	0.00	0.00	0.00	0.00	0.00	934.09	1060.37	1765.01	0.00	0.00	811.24	781.26
XM_067088708.1	482.95	463.00	245.57	206.00	359.00	185.01	121.00	200.12	1072.01	860.24	1307.95	915.18	977.83	172.99	199.00	270.92	1061.94	414.01	123.00	169.64
XM_067088709.1	32.00	3.00	29.00	5.00	1.00	1.00	4.00	2.00	565.59	687.92	482.24	441.54	561.03	17.00	4.00	0.00	282.50	43.00	3.00	2.00
XM_067088710.1	169.01	96.00	76.00	132.00	146.00	95.00	81.00	110.00	826.02	1054.95	746.65	686.92	801.97	122.00	184.00	298.80	491.17	153.00	141.00	78.00
XM_067088712.1	481.30	476.36	296.22	369.98	376.51	138.77	259.14	286.00	2241.44	1642.82	2467.82	2621.92	2483.74	38.62	196.03	213.00	806.08	486.75	0.00	165.64
XM_067088716.1	179.10	272.28	132.07	12.86	0.00	0.00	208.49	48.52	1161.69	93.88	685.41	620.04	716.55	38.05	0.00	9.32	249.33	179.78	29.98	0.00
XM_067088722.1	63.15	95.46	49.83	170.28	775.79	505.60	669.88	494.51	0.00	0.00	0.00	0.00	0.00	134.85	58.16	116.27	260.20	0.00	179.39	86.30
XM_067088727.1	436.95	141.58	129.97	147.72	207.59	96.23	81.79	96.60	615.41	787.49	838.67	748.84	814.48	65.62	174.65	208.76	681.48	365.37	71.85	102.37
XM_067088741.1	2.00	0.00	0.00	81.81	229.20	135.51	83.40	241.45	0.00	1.00	0.00	0.00	0.00	112.20	18.50	290.15	0.00	0.00	57.06	9.28
XM_067088755.1	138.24	206.48	49.54	210.35	208.32	140.22	104.56	59.11	697.47	556.57	569.66	641.04	698.27	242.97	197.98	246.01	372.10	186.68	0.00	170.93
XM_067088757.1	77.78	5.33	0.00	40.60	31.78	27.83	0.00	70.00	232.28	332.99	347.58	180.39	376.84	0.00	64.53	63.95	133.19	0.00	106.84	0.00
XM_067088758.1	308.10	40.19	123.25	130.01	112.89	30.15	66.05	108.89	611.63	880.59	651.84	518.07	1160.34	0.00	156.50	251.04	543.53	274.40	193.16	83.11
XM_067088760.1	63.79	64.33	28.06	39.65	48.18	49.52	23.60	58.81	153.06	258.75	188.20	250.09	269.94	52.25	56.99	132.28	184.80	79.52	26.67	40.26
XM_067088761.1	68.21	19.66	36.02	34.35	29.82	18.30	15.40	3.19	204.96	137.92	176.81	155.90	157.26	4.75	8.01	80.73	179.21	36.48	21.33	9.91
XM_067088762.1	255.00	213.74	227.00	269.88	402.07	160.52	175.02	197.82	374.02	401.05	704.06	424.78	503.74	204.17	224.00	381.28	372.00	271.30	134.00	205.24
XM_067088763.1	1124.27	2797.19	978.35	715.84	608.13	721.52	1295.95	880.30	1000.81	283.85	1329.67	1532.59	946.84	550.11	358.44	842.37	1008.27	752.38	615.30	144.01
XM_067088764.1	85.73	43.66	55.73	122.98	203.06	103.97	87.49	67.38	130.01	157.28	222.15	98.92	193.39	133.12	158.73	197.31	345.59	141.97	86.80	118.88
XM_067088765.1	129.24	33.00	245.86	473.92	574.00	195.53	185.00	340.42	0.00	0.00	0.00	0.00	0.00	653.09	480.06	628.97	185.35	32.00	302.50	587.50
XM_067088766.1	1.00	19.00	0.00	715.60	2176.01	334.00	417.00	655.01	4.00	12.00	10.00	0.00	3.00	918.57	623.03	533.10	2.00	5.00	105.00	449.05
XM_067088770.1	209.00	109.00	96.00	283.32	784.00	416.39	397.00	336.01	365.00	312.04	451.03	283.00	407.08	215.00	279.00	849.38	289.39	179.13	180.00	167.00
XM_067088771.1	905.00	669.00	484.25	233.94	411.00	263.20	286.00	199.00	1148.30	824.55	10041.36	1340.12	1432.19	117.00	225.00	1093.50	2594.20	810.90	120.01	158.00
XM_067088789.1	356.10	370.89	151.77	313.77	543.17	253.78	194.18	361.17	186.54	194.09	386.04	222.07	382.97	179.03	166.20	564.69	340.86	344.34	72.24	147.81
XM_067088803.1	432.87	22.66	0.00	14.03	23.64	9.61	0.00	8.87	64.52	24.35	20.57	47.87	78.42	2.83	7.72	2.72	1027.34	713.19	8.05	3.53
XM_067088808.1	473.48	1729.51	384.94	8.00	0.00	14.00	0.00	0.00	2.00	8.00	1.00	6.00	5.04	4.00	11.00	0.00	11.00	647.22	3.00	7.00
XM_067088809.1	36783.43	66891.93	33141.92	187.54	1670.52	31.16	174.26	63.34	22.87	19.84	122.52	40.47	34.20	187.65	231.74	2182.33	154.23	32980.36	71.79	112.67
XM_067088810.1	1345.21	1226.17	1238.19	13.09	35.69	2.85	0.00	1.99	0.00	0.00	10.93	0.00	0.00	2.98	0.00	73.38	10.92	837.66	0.00	0.00
XM_067088815.1	1106.00	904.00	592.91	1196.86	1219.01	741.59	658.51	648.85	1037.35	805.01	1726.00	1078.03	1428.38	724.06	927.74	1702.59	2035.09	1277.57	552.99	752.52
XM_067088816.1	36.00	31.00	26.00	18.00	17.00	12.00	9.00	15.00	159.00	106.00	248.00	106.99	332.01	4.00	22.00	24.00	27.00	25.00	6.00	11.00
XM_067088817.1	28.00	69.00	82.00	80.00	609.00	147.00	287.00	94.00	183.00	192.00	513.24	266.98	445.00	120.00	81.00	1422.09	21.00	55.00	67.13	47.00
XM_067088818.1	85.00	63.00	57.02	38.00	249.00	5.00	67.00	6.00	2970.88	2713.27	1939.20	2882.68	2838.73	28.00	123.00	577.01	234.00	133.00	25.00	24.00
XM_067088819.1	220.52	179.04	67.75	115.81	107.60	165.00	121.36	69.67	572.17	388.79	762.42	460.01	276.16	32.22	115.67	219.81	375.16	192.56	68.61	105.91
XM_067088825.1	143.96	54.01	0.00	63.34	99.86	0.00	93.53	154.47	726.88	1221.36	1104.43	423.22	937.17	146.81	126.94	149.95	959.27	224.45	0.00	79.63
XM_067088826.1	167.73	0.00	13.91	96.45	75.20	55.62	0.00	62.83	407.24	178.86	543.79	537.69	706.03	0.00	0.00	61.22	291.97	211.70	108.99	52.46
XM_067088827.1	106.39	161.28	189.77	152.19	136.25	69.30	113.44	0.00	151.45	147.69	293.36	264.74	75.44	95.34	134.01	215.95	409.56	211.31	66.19	67.56
XM_067088829.1	154.00	118.00	62.00	88.00	122.00	36.00	62.00	64.00	661.00	856.45	608.01	835.97	601.00	108.00	132.00	122.00	774.02	233.00	78.00	96.77
XM_067088831.1	267.70	249.00	198.00	402.02	444.00	303.00	238.00	242.37	1101.61	1058.03	643.00	910.94	989.89	219.00	211.00	405.00	430.00	272.91	181.00	165.00
XM_067088841.1	0.00	5.00	0.00	144.50	52.50	63.05	33.56	64.69	0.00	0.00	7.29	0.00	0.00	82.70	50.81	1153.83	37.17	5.78	70.07	38.39
XM_067088842.1	24.82	0.00	7.26	3.88	2.65	1.26	0.00	4.92	637.88	650.94	466.71	368.20	346.00	4.65	6.40	98.88	31.16	5.22	8.65	1.36
XM_067088849.1	252.80	375.88	227.59	287.98	236.67	151.15	171.88	242.45	361.76	436.12	448.10	402.98	590.39	169.50	302.58	653.26	534.73	324.02	62.40	202.48
XM_067088851.1	0.00	0.00	0.00	115.62	224.66	211.37	146.21	137.28	0.00	0.00	0.00	0.00	12.72	58.11	135.97	40.36	0.00	0.00	212.80	95.22
XM_067088852.1	2.00	4.00	3.00	113.00	15.00	9.00	8.00	16.00	84.00	80.19	119.00	90.00	43.00	285.19	93.00	205.00	20.00	9.00	79.00	52.00
XM_067088867.1	263.00	82.00	59.00	90.00	93.00	65.00	47.00	60.09	465.09	407.13	486.99	410.53	372.41	35.00	58.00	40.00	705.01	262.53	25.00	44.00
XM_067088868.1	1046.70	816.38	953.37	530.74	540.77	585.33	371.03	371.20	769.94	1108.03	1026.55	753.09	983.70	520.69	513.02	1048.19	835.65	1107.87	714.63	556.98
XM_067088869.1	85.65	434.94	33.03	142.66	554.12	42.51	191.75	248.57	744.06	311.21	599.90	377.21	444.89	110.11	411.60	62.04	465.00	200.96	23.07	0.00
XM_067088870.1	233.67	16.50	177.76	138.43	132.67	298.59	11.91	209.88	1498.31	1030.63	705.79	495.39	1534.60	279.50	364.98	374.68	412.09	154.33	91.81	251.17
XM_067088872.1	22.69	0.00	2.00	6.00	4.00	0.00	0.00	0.00	36.14	96.69	104.70	112.98	70.28	0.00	1.95	152.90	113.37	37.84	0.00	8.00
XM_067088873.1	724.39	902.07	631.89	643.69	939.46	454.76	676.14	528.29	2179.90	2394.05	2603.09	1850.05	1299.10	650.14	722.48	985.66	1858.79	723.36	326.01	236.45
XM_067088875.1	55.04	30.12	29.04	50.24	63.06	43.20	28.21	44.07	926.44	1128.33	859.19	855.75	849.66	29.17	33.30	57.19	93.89	72.12	29.02	57.05
XM_067088876.1	114.37	11.00	130.00	57.04	34.00	14.00	11.00	18.74	770.02	746.02	931.01	733.09	743.90	75.00	53.00	34.00	845.31	163.00	26.00	25.00
XM_067088878.1	277.23	186.43	66.91	520.61	890.14	457.18	486.65	352.17	1057.62	981.44	913.26	835.75	1073.61	328.97	385.71	657.91	627.29	239.48	371.70	313.53
XM_067088879.1	450.82	443.57	193.51	197.20	187.64	54.04	159.39	117.83	597.93	446.05	1163.35	610.27	515.43	136.04	208.47	380.09	905.27	444.67	123.94	122.37
XM_067088920.1	186.00	11.00	8.00	218.00	101.00	166.00	124.00	165.00	82.00	62.00	164.00	102.00	124.00	84.00	118.00	458.04	240.97	110.00	71.00	122.00
XM_067088926.1	0.00	53.00	22.04	13.67	0.00	0.00	0.00	0.00	331.49	217.36	178.44	228.19	167.34	0.00	0.00	0.00	0.00	11.00	0.00	3.22
XM_067088929.1	19.31	0.00	12.96	200.51	30.98	33.22	41.84	65.00	11.43	0.00	0.00	0.00	0.00	101.69	139.00	146.82	24.97	0.00	71.00	135.97
XM_067088937.1	197.00	195.00	59.00	62.00	60.00	16.01	25.00	17.00	3943.47	4232.52	3830.18	4049.95	4052.71	51.00	69.00	199.00	799.27	248.00	27.00	40.00
XM_067088940.1	175.42	145.03	110.00	417.15	582.06	296.25	390.72	239.10	640.09	581.66	1040.00	742.70	888.35	210.17	210.43	369.77	199.57	251.00	89.00	152.72
XM_067088942.1	1010.80	408.03	521.15	771.53	1351.77	515.39	482.05	646.25	1179.34	939.13	1918.00	1272.05	1410.67	349.75	716.92	944.01	1686.21	1170.48	353.89	526.84
XM_067088945.1	209.40	82.12	75.00	104.06	198.00	122.05	69.63	91.00	666.93	920.83	815.53	668.11	718.46	109.92	176.67	156.00	412.15	148.92	37.99	62.01
XM_067088946.1	128.29	24.88	0.00	56.94	0.00	0.00	37.37	0.00	129.16	112.55	313.70	211.90	249.06	0.00	49.33	0.00	335.12	212.09	51.01	44.00
XM_067088947.1	398.00	146.04	145.00	162.16	181.00	87.00	58.00	124.12	1735.09	1481.80	615.00	858.04	1183.77	120.00	205.76	204.00	1039.74	349.00	84.98	116.00
XM_067088949.1	1198.85	1512.57	801.55	951.68	1083.09	841.29	637.40	616.47	1252.00	814.76	1541.76	903.42	1095.77	783.06	951.81	1589.17	1395.70	1006.11	636.11	629.90
XM_067088950.1	208.69	312.00	155.06	195.98	316.72	123.54	138.83	144.11	2966.24	3533.43	3791.59	2803.11	3679.93	95.00	264.55	351.60	790.20	348.00	105.00	165.06
XM_067088952.1	56.00	28.00	13.00	9.00	6.28	13.00	2.00	5.00	431.89	694.07	477.41	417.98	527.63	3.00	22.00	3.00	136.97	69.00	4.00	7.92
XM_067088954.1	184.27	0.00	72.46	57.78	77.88	67.52	29.66	58.61	515.78	623.63	301.26	225.68	193.63	92.65	76.47	80.86	373.41	64.66	0.00	67.37
XM_067088959.1	53.01	119.31	0.00	212.34	75.76	66.83	84.20	0.00	229.42	171.95	181.67	124.37	46.46	83.44	168.05	101.60	186.27	138.01	0.00	50.98
XM_067088964.1	1997.50	3402.30	1904.57	74.09	270.21	50.00	46.00	20.00	5237.98	5044.50	10225.71	6125.63	6455.92	69.65	189.47	8263.24	453.84	3229.53	19.86	20.27
XM_067088965.1	219.81	343.32	122.93	0.00	0.00	0.00	0.00	0.00	81.40	93.71	155.56	82.27	211.72	2.10	0.00	122.11	10.50	237.22	0.00	0.00
XM_067088967.1	418.56	245.53	175.42	292.61	371.32	150.15	127.80	212.87	1225.57	1194.74	1216.70	973.26	1265.24	346.94	236.91	186.91	1633.39	526.86	109.88	161.62
XM_067088968.1	200.24	263.24	4.77	235.39	116.33	93.21	115.77	0.00	1563.46	1674.33	1023.95	730.98	32.75	208.14	178.20	390.52	707.61	151.93	133.64	4.84
XM_067088969.1	69.00	10.26	19.00	0.00	33.00	28.00	24.00	26.00	222.20	322.40	311.01	315.25	178.00	24.00	9.50	49.00	141.52	73.00	26.00	23.00
XM_067088972.1	1210.36	35.67	8.90	3.66	9.39	8.67	12.44	11.55	94.19	61.09	7.55	8.31	29.27	7.79	2.13	5.53	1482.43	340.38	6.19	0.00
XM_067088973.1	544.77	174.69	170.45	100.18	105.14	120.74	81.90	0.00	0.00	0.00	0.00	57.99	152.78	69.02	73.01	0.00	1099.20	332.42	31.48	56.94
XM_067089006.1	355.16	460.90	393.57	179.23	475.27	199.34	246.32	337.24	112.05	35.37	920.99	385.35	390.47	158.04	117.97	1074.76	146.71	328.48	196.70	0.00
XM_067089009.1	913.47	634.63	381.93	769.34	561.12	773.99	483.20	358.97	1043.38	881.48	754.48	685.37	731.65	276.04	344.33	1902.35	1331.97	609.50	0.00	517.93
XM_067089011.1	66.60	136.63	0.00	176.30	110.19	60.18	61.48	90.86	224.88	0.00	0.00	0.00	0.00	163.85	183.09	450.64	617.58	257.86	99.57	60.70
XM_067089013.1	590.52	109.67	147.09	379.21	148.59	116.88	111.76	69.83	238.95	448.53	520.51	328.62	322.54	393.64	396.57	446.08	781.98	209.68	295.03	231.42
XM_067089014.1	359.13	196.09	100.12	151.09	79.70	59.76	73.27	56.00	336.10	314.19	342.26	195.19	234.43	257.14	237.29	357.15	998.37	371.82	127.12	123.27
XM_067089015.1	366.57	189.21	118.72	29.86	18.74	15.21	15.27	17.80	1645.61	1824.85	1768.18	1533.05	2073.59	29.76	21.03	33.79	1809.44	375.06	24.59	24.52
XM_067089016.1	49.00	41.00	18.00	11.60	63.00	0.00	26.00	32.00	779.19	793.58	728.50	629.89	1066.05	17.00	8.22	23.90	31.97	13.89	9.00	0.00
XM_067089019.1	436.00	266.00	233.00	184.26	261.00	144.00	107.02	117.00	1818.14	1764.64	1766.06	1358.14	1747.20	198.03	213.00	217.95	1106.55	450.86	143.00	125.00
XM_067089020.1	104.15	58.23	48.21	473.93	357.73	783.68	338.19	625.23	1371.20	766.15	1058.69	968.29	1156.78	70.30	497.86	423.95	131.01	118.75	427.27	531.68
XM_067089021.1	469.00	226.00	292.01	44.97	64.00	31.00	33.00	46.00	360.31	339.95	1099.03	458.38	615.12	14.00	51.00	60.14	365.07	245.00	15.00	17.01
XM_067089022.1	242.00	150.41	180.34	114.00	153.00	95.22	64.18	68.00	176.67	46.83	267.16	170.47	107.99	88.00	101.12	215.24	246.42	296.48	50.00	73.00
XM_067089026.1	3719.16	1879.70	1263.42	971.84	399.26	1225.85	446.34	345.80	1909.50	1969.41	1608.94	1387.16	707.76	959.73	1005.07	774.41	3284.20	1120.60	583.79	371.56
XM_067089027.1	7.91	2.45	0.00	40.87	22.02	37.93	55.45	39.21	83.11	82.93	48.97	22.46	107.69	12.60	7.86	63.56	0.00	0.00	47.68	54.90
XM_067089029.1	109.08	30.70	23.00	0.00	31.00	0.00	0.00	0.00	291.86	278.49	228.00	313.07	227.00	14.10	0.00	0.00	245.51	103.41	0.00	0.00
XM_067089035.1	2.38	0.00	0.00	25.47	11.37	12.91	26.13	97.62	126.76	60.04	77.85	43.54	62.89	25.03	10.34	72.40	15.17	2.96	32.47	59.86
XM_067089041.1	391.98	329.12	313.69	421.00	492.00	0.00	182.28	141.00	310.00	168.00	532.32	249.17	344.76	341.35	395.12	572.70	1508.99	545.08	222.93	237.00
XM_067089046.1	15.23	2.32	0.00	50.83	36.63	99.42	60.59	106.41	97.53	56.42	74.71	49.68	74.44	7.07	82.19	75.86	15.30	2.93	38.62	98.90
XM_067089048.1	969.79	720.47	604.49	586.09	634.96	346.01	256.41	353.51	1269.09	895.13	878.17	1022.89	740.55	577.53	627.01	870.55	2062.26	1199.63	371.59	384.83
XM_067089057.1	2096.31	7.00	0.00	0.00	2.00	0.00	0.00	0.00	583.67	2381.07	2425.48	3025.84	2198.67	0.00	0.00	0.00	9544.42	2594.31	0.00	0.00
XM_067089062.1	543.60	316.35	206.79	413.10	277.35	250.84	206.69	155.01	2091.31	2432.15	1803.00	1530.81	1519.09	376.41	431.15	1020.00	1171.63	249.63	345.72	222.12
