	SRR21374326	SRR21374327	SRR21374328	SRR21374329	SRR21374330	SRR21374331	SRR21374332	SRR21374333	SRR21374334	SRR21374335	SRR21374336	SRR21374337	SRR21374338	SRR21374339	SRR21374340	SRR21374341	SRR21374342	SRR21374343	SRR21374344	SRR21374345
EL609271.1	140.41	115.80	0.00	85.79	127.23	0.00	0.00	21.23	65.84	93.39	207.49	50.39	145.19	113.44	133.03	112.02	242.55	253.66	88.36	54.56
EL609272.1	1438.77	612.62	679.84	218.04	561.00	229.20	206.34	540.16	511.13	558.12	398.32	377.46	512.65	460.22	810.98	611.22	2027.99	1119.89	389.22	530.43
EL609273.1	35.11	0.00	4.73	9.88	0.00	5.41	11.68	27.39	68.38	91.98	104.50	45.56	124.11	0.00	0.00	27.64	76.96	19.30	6.49	4.22
EL609276.1	252.90	21.53	59.52	30.14	536.98	50.78	53.97	31.00	11.00	3.99	5.80	4.00	0.00	47.05	36.07	47.76	172.80	247.98	20.97	0.00
EL609277.1	117.53	14.60	22.90	76.32	191.47	187.66	61.03	67.66	53.95	0.00	101.77	18.54	257.47	37.42	7.96	31.24	199.76	17.82	22.49	46.93
EL609280.1	0.00	0.00	0.00	14.60	54.23	23.64	28.66	45.82	6.88	0.00	0.00	0.00	0.00	0.00	6.24	9.41	49.87	18.83	21.18	0.00
EL609282.1	2249.61	2243.70	664.36	55.93	37.84	41.79	41.45	88.14	496.97	161.37	168.24	411.52	360.69	16.39	34.42	153.86	7151.59	2095.17	0.00	25.36
EL609283.1	51.97	164.20	51.69	55.72	41.66	17.49	32.45	40.74	0.00	0.00	0.00	2.00	0.00	0.00	36.97	0.00	163.93	53.98	25.67	0.00
EL609284.1	112.01	41.67	60.91	17.06	13.24	18.85	22.89	10.17	128.87	121.01	33.87	109.70	114.59	9.93	19.96	2.04	326.79	77.27	24.20	18.75
EL609286.1	10.09	28.11	12.15	0.00	0.00	0.00	0.00	0.00	75.53	81.65	94.42	26.16	112.07	0.00	3.93	0.00	3.84	30.63	1.31	6.88
EL609287.1	16.01	17.75	0.00	8.76	34.68	22.43	41.76	9.52	95.91	83.70	1.61	62.14	178.57	23.17	8.42	0.00	10.82	7.43	4.29	19.21
EL609288.1	331.97	61.50	63.05	221.68	40.26	113.94	22.41	51.28	0.00	21.14	0.00	9.52	75.56	144.26	47.76	107.77	95.48	0.00	61.42	62.22
EL609289.1	115.00	61.00	68.00	227.62	316.00	207.39	142.00	146.00	62.00	47.00	135.00	50.00	81.00	159.00	218.00	379.00	96.12	111.00	206.00	209.99
EL609290.1	11.15	9.21	1.75	35.66	20.19	29.21	20.82	26.50	0.00	0.00	3.22	0.00	0.00	16.34	12.80	40.88	14.20	2.52	0.00	0.00
EL609291.1	182.00	131.00	96.16	339.00	743.00	401.19	272.00	248.89	454.00	455.22	683.85	307.00	1124.13	208.04	386.00	366.02	288.76	182.00	355.00	309.88
EL609292.1	6.74	8.71	25.04	21.17	0.00	0.00	2.22	11.19	14.43	0.00	0.00	11.83	0.00	31.94	16.46	66.64	0.00	14.54	10.17	27.12
EL609294.1	1624.93	831.09	887.05	346.56	254.54	197.11	133.98	224.31	573.53	852.58	467.75	421.56	456.36	426.45	549.30	730.60	1917.03	1649.72	642.50	255.92
EL609296.1	66.80	23.16	10.96	12.15	106.73	103.40	72.21	0.00	39.50	30.07	87.27	57.86	114.23	123.78	38.50	231.46	305.90	100.18	13.12	43.94
EL609299.1	15.07	10.77	7.94	0.00	0.92	1.27	1.01	3.00	0.00	10.35	1.86	0.00	0.00	0.00	5.39	8.06	9.39	32.98	4.11	2.35
EL609300.1	60.00	38.46	12.11	19.31	81.29	50.20	50.65	34.99	34.36	45.14	35.33	32.82	67.24	26.74	39.19	35.60	93.86	71.81	21.99	17.92
EL609301.1	8.41	16.03	6.17	48.29	18.75	5.11	27.71	27.42	18.16	26.22	56.08	39.29	41.70	15.61	12.83	59.88	27.23	14.53	25.62	34.70
EL609304.1	483.44	763.85	311.97	197.86	0.00	66.32	144.38	167.63	272.56	981.31	1003.19	782.49	0.00	98.15	132.75	97.35	1822.45	272.67	191.84	4.12
EL609306.1	11.18	8.77	3.95	19.82	19.24	11.30	11.23	7.70	97.36	120.26	112.91	87.83	144.24	3.10	7.60	13.04	23.43	27.70	17.37	10.32
EL609307.1	258.28	342.18	225.27	43.48	90.20	6.48	20.90	6.42	49.77	26.55	144.81	58.32	112.69	13.35	62.59	78.78	339.42	306.50	5.00	7.79
EL609309.1	13.52	1.44	0.00	5.29	0.00	2.00	0.00	0.00	70.89	58.61	26.59	42.66	77.07	0.00	0.00	0.00	62.49	7.89	1.00	1.00
EL609310.1	29.16	10.82	5.61	3.45	4.75	6.33	4.73	22.14	15.98	10.13	0.00	10.26	10.53	1.12	7.08	0.00	2.73	6.90	3.19	3.54
EL609311.1	5.25	2.92	5.11	254.63	166.37	0.00	5.33	0.00	159.15	477.19	15.25	228.53	17.88	144.64	559.74	0.00	144.34	64.23	389.46	13.35
EL609312.1	232.59	326.21	0.00	0.00	61.22	0.00	0.00	0.00	82.07	77.32	308.78	99.47	51.85	26.26	477.60	64.51	688.58	177.34	13.73	0.00
EL609314.1	38.66	0.00	0.00	26.95	0.00	0.00	0.00	3.00	1.92	5.00	14.97	0.00	4.00	20.14	0.99	54.69	66.49	0.00	0.00	0.99
EL609315.1	5.74	0.00	1.80	4.59	0.00	10.31	2.42	1.79	4.42	18.87	15.82	5.75	20.82	3.08	6.05	4.82	15.09	14.41	0.00	2.36
EL609317.1	25.84	87.67	0.00	11.98	9.11	10.38	9.00	0.94	115.94	199.56	112.58	0.00	223.01	50.95	49.07	40.31	21.99	37.03	0.00	11.52
EL609319.1	48.78	47.16	52.94	125.49	179.84	34.43	45.49	78.23	243.05	313.32	115.38	221.59	65.44	92.25	120.30	46.04	136.96	76.69	84.78	0.00
EL609320.1	487.49	363.66	2898.19	93.41	70.02	81.17	52.10	988.65	79.86	110.22	1624.66	1745.86	110.73	98.06	168.88	2817.08	340.63	543.74	1678.48	116.14
EL609322.1	218.21	86.46	42.86	64.05	201.61	106.34	105.05	29.92	1412.21	510.28	1329.40	1197.23	1335.83	150.65	107.05	225.22	217.73	198.26	129.16	107.16
EL609323.1	34.00	42.00	12.00	82.00	120.00	42.65	31.00	34.01	30.00	30.00	42.00	21.00	38.00	98.00	142.22	129.00	58.00	33.00	113.00	59.00
EL609324.1	0.00	2.98	1.99	9.20	0.00	1.85	0.00	0.00	18.71	35.28	58.40	59.99	15.93	0.00	8.26	7.55	11.36	25.65	0.00	22.09
EL609325.1	46.55	0.00	10.14	1.20	18.09	11.70	2.75	4.92	10.08	0.00	20.36	0.00	6.30	23.70	0.00	37.61	42.50	29.42	0.00	7.24
EL609326.1	73.36	51.89	42.72	41.70	74.32	26.22	33.23	33.20	176.50	204.93	83.36	186.02	154.14	62.67	55.13	35.06	141.96	52.97	29.73	18.46
EL609327.1	31.50	17.70	0.98	36.06	21.28	5.34	11.36	12.70	3.42	7.01	10.64	5.09	3.57	23.96	28.18	142.17	34.36	22.92	27.26	35.97
EL609328.1	384.00	97.00	80.00	12.00	99.00	54.00	47.00	58.00	705.00	710.00	455.99	374.47	458.00	25.00	43.00	62.00	751.25	309.00	34.00	11.00
EL609330.1	0.00	1.00	0.95	0.00	0.00	10.09	2.16	3.37	0.00	0.00	3.37	3.32	0.00	1.66	6.36	59.48	6.11	0.00	3.46	3.43
EL609337.1	0.00	25.73	81.06	25.69	32.69	0.00	12.69	20.64	6.00	4.00	6.44	16.66	1.00	25.98	0.00	67.59	402.02	5.95	5.00	1.00
EL609338.1	15.31	11.19	20.49	5.04	1.46	9.76	5.31	7.38	11.97	5.62	61.97	9.45	38.82	0.00	0.00	24.61	0.00	2.96	2.15	6.16
EL609339.1	31.30	19.84	165.72	97.76	50.39	99.27	10.44	623.52	131.25	61.12	0.00	166.67	1.64	348.26	691.47	11.86	48.67	14.11	707.06	7.86
EL609341.1	101.45	63.28	73.65	20.86	47.79	9.18	18.06	3.70	23.57	6.90	15.41	11.51	22.45	31.34	21.23	31.24	65.25	81.06	43.30	45.98
EL609344.1	50.00	28.00	20.00	75.00	135.00	75.00	49.76	59.00	16.00	10.00	19.00	13.00	24.00	31.00	62.00	63.00	120.98	64.00	57.62	49.00
EL609345.1	7500.01	5597.04	4761.14	2512.53	5130.21	2189.94	1633.43	2336.75	8690.97	9941.54	5799.15	7145.83	8586.16	2903.26	4329.46	5764.87	11360.40	7065.22	3818.76	3513.41
EL609346.1	6233.38	9506.17	4197.98	213.56	122.65	105.63	120.41	107.84	47.36	67.21	107.80	104.52	38.44	104.21	140.83	563.96	9194.44	7143.72	35.55	70.00
EL609348.1	72.56	34.37	0.00	118.39	33.22	103.55	51.20	33.29	114.92	61.89	23.71	50.43	123.61	110.19	36.68	86.16	89.99	120.61	34.29	37.66
EL609349.1	18.00	26.00	14.02	15.00	23.00	12.00	11.00	10.00	13.00	4.00	14.00	3.00	11.00	6.00	15.00	6.00	17.00	21.00	5.00	5.00
EL609350.1	13441.19	9655.58	3274.02	7885.05	11406.15	7052.78	5387.98	4581.45	7029.48	3386.63	14420.90	5953.81	13994.40	9623.22	16042.88	20162.26	15843.91	14471.26	12299.29	8659.93
EL609351.1	34.74	49.84	80.43	15.44	5.78	2.71	5.00	0.00	48.95	12.35	58.44	15.74	17.71	9.91	5.90	273.60	106.23	55.36	0.00	6.67
EL609352.1	44.14	93.00	25.00	229.97	301.00	105.97	75.00	83.00	13.00	9.00	41.00	14.00	11.00	71.00	252.92	302.00	60.25	64.00	126.00	99.00
EL609354.1	623.74	447.50	198.40	130.42	350.11	159.37	79.37	49.13	102.85	199.18	153.27	80.39	130.63	143.11	157.27	281.86	823.10	511.64	101.05	206.85
EL609355.1	554.71	315.51	97.83	191.06	296.56	118.49	91.04	91.82	216.33	390.27	351.70	328.15	182.64	64.52	178.18	411.64	443.21	428.01	135.48	160.94
EL609357.1	3803.07	4810.91	0.00	181.67	313.65	207.75	233.34	0.00	9.51	2020.67	4210.10	354.63	284.67	0.00	33.49	1508.68	2370.68	8646.08	18.95	0.00
EL609358.1	87.25	152.04	222.67	67.88	406.85	24.59	19.97	91.35	63.03	48.30	0.00	91.71	70.09	77.59	68.73	108.62	267.75	135.20	0.00	54.51
EL609359.1	38.72	38.09	16.59	5.48	12.31	1.00	9.68	2.40	10.00	9.00	7.99	3.11	13.18	3.00	15.18	15.00	54.07	40.90	2.99	3.00
EL609360.1	10.00	11.00	9.00	22.32	15.00	15.00	5.00	17.00	3.00	0.00	13.00	1.00	2.00	10.00	12.97	83.27	22.00	4.00	2.00	16.00
EL609361.1	432.25	515.49	155.45	51.51	43.12	76.52	91.28	81.22	0.00	517.18	95.50	78.69	32.89	0.00	240.06	48.75	879.52	159.66	221.43	0.00
EL609362.1	333.20	2041.47	3443.11	1010.60	1025.90	769.47	604.02	731.72	2276.45	1343.83	1231.52	800.15	3390.44	384.58	393.99	1266.79	1423.84	385.94	1079.36	0.00
EL609363.1	1.25	0.00	0.00	1058.80	1853.98	0.00	0.00	0.00	0.00	24.12	425.47	28.86	219.39	2.67	280.61	2961.37	673.67	381.41	135.32	649.30
EL609367.1	361.15	424.53	462.11	148.21	255.61	99.57	86.51	173.09	478.30	370.96	408.05	767.68	279.44	185.89	152.07	64.26	205.16	573.04	226.56	65.87
EL609368.1	338.03	5.51	106.66	56.64	87.98	80.23	0.00	33.42	205.85	168.64	118.05	135.32	421.66	33.94	115.27	148.05	503.04	286.69	52.11	71.61
EL609369.1	8570.64	10607.24	4962.65	8424.20	16589.63	9416.57	7836.10	7086.60	7375.25	3229.05	15859.44	4213.30	13942.42	9939.83	17634.95	19496.87	12192.03	7512.65	11097.72	10061.21
EL609371.1	1593.51	976.02	372.77	1846.46	1807.01	1050.57	932.13	722.52	1548.05	701.98	2495.53	1377.93	2696.51	2185.43	1759.45	3849.42	1761.03	2204.92	2766.42	1382.57
EL609373.1	4.05	18.11	4.36	24.17	0.00	0.00	24.24	5.88	113.20	151.86	165.02	307.12	346.36	26.54	110.37	91.45	60.01	0.00	89.38	62.20
EL609374.1	2207.63	1364.08	1500.07	95.38	4938.89	504.78	492.31	761.63	995.82	556.19	1190.91	1949.30	294.17	1697.89	979.09	3022.00	557.87	8035.78	3536.93	656.29
EL609376.1	0.00	60.16	2.95	36.08	93.57	0.00	19.87	0.00	27.59	0.00	0.00	0.00	100.87	0.00	162.27	17.85	79.89	174.85	104.55	0.00
EL609377.1	94.84	6.42	51.60	16.68	0.00	13.64	2.14	18.48	0.00	1.00	6.65	0.00	0.00	5.17	0.00	19.95	242.46	8.46	1.00	0.00
EL609378.1	37.86	32.28	14.28	27.62	21.75	27.13	20.70	27.80	15.13	22.35	127.27	20.39	49.17	46.34	32.55	79.23	55.91	50.13	21.68	24.71
EL609380.1	285.71	96.60	101.31	240.27	81.65	50.96	51.54	60.92	2858.16	2396.93	5461.35	2021.16	3896.76	169.43	285.97	814.33	1311.81	661.59	130.50	61.31
EL609381.1	43.80	38.74	13.49	19.41	98.69	38.25	38.67	0.00	139.31	143.86	116.04	71.30	161.20	29.04	61.34	35.60	90.16	59.20	64.47	36.74
EL609382.1	94.78	194.51	55.93	0.00	9436.19	1710.75	2278.86	2547.31	50.77	59.81	133.64	26.74	108.44	452.84	557.46	781.47	0.00	104.03	411.65	1487.16
EL609385.1	77.53	34.88	26.06	2.53	58.95	39.90	18.33	22.52	109.43	33.08	153.19	514.01	76.53	0.86	3.86	18.72	27.41	56.45	24.71	2.50
EL609386.1	322.05	0.00	0.00	794.12	422.39	761.70	3.60	0.00	0.00	256.92	697.44	283.55	179.40	0.00	1202.81	2106.97	490.77	190.85	939.25	201.96
EL609388.1	0.00	0.00	69.37	16.65	85.08	0.00	13.38	30.45	47.22	80.89	32.90	0.00	84.07	25.37	105.31	34.78	138.34	97.62	17.77	94.65
EL609389.1	2.42	177.47	14.96	56.19	165.62	0.00	50.00	4.34	0.00	11.80	13.14	10.43	33.34	20.08	77.51	6.24	120.04	164.51	55.45	41.48
EL609390.1	12.24	2.00	3.40	28.05	5.11	16.42	2.69	11.51	0.00	1.00	1.27	1.00	2.08	11.46	5.34	58.42	41.92	0.99	16.95	17.10
EL609391.1	38.26	143.45	52.88	47.12	66.91	32.00	31.44	25.04	199.07	193.68	224.36	144.12	150.59	37.19	40.69	46.88	160.12	34.10	22.13	15.85
EL609393.1	24.11	12.73	6.24	1.05	7.99	7.00	0.00	1.01	304.80	92.47	157.57	257.79	234.98	6.26	4.17	11.77	8.71	17.17	5.48	5.36
EL609394.1	66.23	75.11	0.00	39.25	134.03	64.11	55.87	55.43	0.00	63.00	67.98	18.11	35.98	29.33	72.78	62.59	59.58	70.57	56.71	53.08
EL609395.1	0.00	23.53	0.00	51.17	43.03	0.00	26.78	0.00	0.00	0.00	22.18	2.90	11.13	0.00	10.46	213.52	52.85	6.47	3.09	57.14
EL609397.1	160.17	115.19	44.99	4609.01	472.11	187.69	254.91	173.50	586.37	91.28	1500.83	828.86	0.00	5733.85	429.46	643.60	639.50	581.01	1128.51	615.51
EL609399.1	20.77	13.93	8.13	50.83	251.55	152.67	603.41	304.16	35.76	19.73	31.76	13.37	53.34	64.84	30.57	9.64	21.01	19.40	17.23	161.68
EL609400.1	1.05	0.00	0.00	0.00	11.02	0.00	0.00	0.00	0.00	0.00	0.00	0.99	1.19	24.15	44.08	11.10	21.66	4.33	0.00	18.01
EL609401.1	98.00	115.30	54.00	11.07	12.00	14.00	33.00	12.00	7.00	6.00	15.00	6.00	0.00	5.00	24.00	32.00	64.54	128.00	6.00	6.00
EL609403.1	34.73	12.16	16.07	18.83	14.59	2.59	8.66	9.72	5.53	3.00	14.91	3.21	8.00	9.33	10.99	68.77	86.99	0.00	1.00	14.37
EL609404.1	722.60	534.06	591.68	440.28	655.98	866.87	322.57	755.96	90.93	3.08	112.14	54.66	63.33	307.93	36.45	1865.93	249.08	338.77	239.37	283.16
EL609406.1	0.00	17.63	0.00	0.00	0.00	0.00	17.90	2.40	0.00	242.07	257.40	195.73	298.43	0.00	50.44	30.78	5.14	0.00	32.41	27.58
EL609408.1	937.25	681.59	470.86	181.03	422.75	142.85	127.19	111.39	241.63	131.44	167.79	334.10	314.64	75.04	237.57	258.21	1296.30	651.04	23.32	185.80
EL609409.1	598.87	256.78	194.39	147.58	138.91	76.59	53.57	119.39	116.32	0.00	132.57	145.24	0.00	77.24	0.00	68.55	4510.52	1365.35	109.22	0.00
EL609411.1	4197.70	2902.85	3101.13	1063.73	1625.97	983.05	578.46	894.85	896.00	928.52	918.62	801.80	1304.52	958.77	1451.36	1899.56	4190.52	4033.56	1462.72	1434.64
EL609413.1	59.44	20.03	21.12	128.98	0.00	60.45	13.44	0.00	262.25	296.75	56.85	88.41	0.00	115.21	159.18	17.47	217.55	20.93	31.05	0.00
EL609414.1	112.73	8.56	18.34	12.60	23.16	42.70	8.34	3.11	5.57	0.00	15.48	0.00	7.88	18.40	13.02	4.55	50.06	102.98	4.48	0.00
EL609415.1	494.97	730.56	441.00	61.19	52.05	30.30	13.09	6.36	118.91	718.27	955.56	430.50	890.45	19.46	73.55	227.17	277.19	1065.08	9.56	14.40
EL609417.1	1362.43	1197.54	1298.34	3175.03	2049.82	936.11	964.26	990.06	4612.66	4755.51	5116.99	3441.71	4952.59	2300.76	2585.51	10251.80	6611.06	1712.58	2145.57	1301.14
EL609418.1	103.95	241.96	93.34	183.53	165.95	61.00	57.85	36.95	46.01	55.12	49.02	57.00	69.00	150.27	200.80	303.67	96.00	233.29	153.48	108.94
EL609419.1	24.24	72.09	4.66	61.21	266.72	32.27	104.53	46.56	269.28	313.45	503.55	7.82	492.04	139.58	211.70	701.08	77.35	67.09	0.00	203.64
EL609420.1	1190.46	1291.62	401.87	424.14	464.42	277.81	229.41	103.92	302.82	335.85	449.78	427.09	237.28	378.18	501.76	550.62	2274.66	1302.99	743.45	269.35
EL609421.1	15.56	0.00	0.00	0.00	6.15	0.00	4.20	0.00	0.00	13.79	0.00	2.02	6.41	3.68	6.99	6.11	19.71	11.48	11.69	6.80
EL609423.1	0.00	362.12	2.30	3098.42	2319.29	565.31	2513.28	142.42	593.24	422.62	1462.62	1021.07	2146.33	5475.10	1536.42	871.94	152.72	173.02	2564.38	994.03
EL609426.1	15246.73	12708.79	6520.97	12995.43	14283.74	9490.80	8142.23	7100.48	12930.41	7974.09	24582.82	12211.64	22082.71	18374.58	28333.60	35391.24	20639.87	16774.59	26004.57	13579.94
EL609428.1	0.00	26.74	15.06	15.95	183.19	29.12	56.54	12.01	28.87	17.85	21.02	16.52	28.27	25.53	115.93	270.41	67.33	81.04	98.77	0.00
EL609430.1	9242.18	5902.50	3241.49	3559.09	1896.74	2704.18	2948.07	1883.92	2425.20	1506.02	4853.72	2552.86	6719.86	2629.12	5154.39	7628.04	3139.54	5503.69	4813.62	2187.07
EL609431.1	36.05	0.00	0.00	22.43	0.00	7.41	9.94	19.64	139.73	289.15	222.26	210.43	189.50	0.00	0.00	0.00	69.82	20.43	17.12	20.05
EL609432.1	3315.49	0.00	1.03	0.00	1456.79	534.67	1.03	0.00	1.03	0.00	0.00	0.00	1.13	0.00	0.00	1.04	2.13	3101.87	0.00	1.12
EL609435.1	8.50	335.75	139.76	56.08	67.42	0.00	177.47	0.00	23.49	2.25	0.00	87.83	0.00	0.00	0.00	0.00	185.80	60.45	63.34	0.00
EL609436.1	2690.81	2675.75	1867.47	586.55	1406.25	456.05	364.25	212.34	705.73	623.82	531.24	491.66	671.42	545.48	753.73	1294.26	2229.57	2876.72	716.19	933.03
EL609440.1	20.80	18.56	0.00	20.50	1.16	14.99	9.68	1.12	31.11	30.87	63.36	12.59	40.93	24.82	4.52	14.59	46.83	0.00	11.65	0.00
EL609441.1	5064.44	4325.18	2371.51	1167.39	3704.41	1516.23	746.28	1073.43	1319.75	956.94	2299.26	1223.11	1660.76	824.98	1606.84	4491.59	5589.87	3674.44	958.86	1663.28
EL609442.1	0.00	11.55	5.34	3.20	0.00	0.00	1.58	0.00	36.27	49.32	9.02	28.40	71.57	11.44	0.00	0.00	54.70	0.00	12.00	14.78
EL609443.1	1.30	0.00	9.31	0.00	0.00	0.00	5.00	4.53	110.01	155.79	27.50	29.58	70.65	0.00	4.10	10.37	0.00	11.63	23.87	2.43
EL609444.1	8.08	12.75	3.00	4.00	13.00	1.00	1.00	8.00	1.00	1.00	4.00	1.00	3.00	0.00	0.00	7.96	3.00	5.00	1.00	4.00
EL609447.1	2900.65	5190.02	2565.05	1367.44	814.93	473.40	568.86	278.52	1071.38	1152.42	1904.85	23.33	1285.54	554.90	1457.34	1948.60	5322.00	2406.84	31.31	861.44
EL609448.1	220.60	237.67	154.68	18.32	31.46	16.53	15.67	4.23	62.58	44.92	628.75	75.23	282.76	24.66	135.46	190.37	600.86	249.17	31.86	12.93
EL609450.1	220.49	173.40	67.89	7717.15	757.98	318.31	455.07	268.20	998.07	133.15	2411.77	1575.02	982.39	9009.30	793.33	888.95	1149.46	959.52	1878.93	1018.56
EL609451.1	232.70	43.91	52.72	258.55	0.00	134.51	73.42	160.71	13.34	0.00	157.28	0.00	0.00	644.90	0.00	868.22	269.46	0.00	0.00	0.00
EL609452.1	5349.37	5408.99	3428.90	11208.09	19274.79	12972.26	13587.41	13217.46	1581.05	531.66	11764.67	1654.87	3499.19	6863.88	10541.87	13404.58	6238.38	4312.31	10536.28	7897.89
EL609453.1	1692.80	1441.55	1625.85	536.27	857.42	678.40	411.39	618.18	3375.33	2651.37	3015.25	2360.74	2784.86	762.97	687.27	373.81	1763.58	1915.32	510.35	400.00
EL609454.1	78.78	25.72	36.82	87.34	35.03	22.17	18.99	13.35	11.00	12.65	105.50	42.92	15.69	86.91	28.18	1688.06	368.31	21.48	16.00	24.07
EL609459.1	160.00	148.00	95.64	101.38	181.00	82.00	49.00	64.00	323.99	259.00	205.44	194.00	344.00	87.00	128.00	109.00	304.06	154.74	90.00	87.36
EL609460.1	123.00	103.00	59.00	87.00	147.00	63.00	54.00	52.00	60.00	59.00	73.00	34.00	74.00	57.00	108.00	80.00	222.00	99.00	69.00	90.00
EL609461.1	3.04	2.95	2.03	3.44	1.14	1.01	1.50	0.99	55.54	120.48	281.36	57.29	287.84	5.20	14.10	67.25	7.05	3.15	6.81	40.64
EL609462.1	2.03	0.00	0.00	0.85	0.00	0.00	0.00	2.06	0.00	30.99	0.00	166.28	184.45	0.00	3.22	0.00	0.00	1.05	7.17	6.28
EL609464.1	42.37	6.91	4.36	74.20	11.49	9.93	4.03	0.00	0.00	0.00	0.00	0.00	0.00	77.32	5.00	0.00	3.26	26.84	0.00	0.00
EL609466.1	489.85	240.92	172.64	146.95	227.04	140.72	52.14	61.84	1155.65	943.24	439.57	470.46	1348.51	180.00	247.71	107.11	303.14	367.17	111.69	186.93
EL609468.1	86.52	12.68	30.77	0.00	0.00	21.85	0.00	0.00	133.84	92.51	56.12	0.00	43.10	17.96	0.00	121.30	163.10	55.52	0.00	35.10
EL609471.1	643.98	541.21	452.72	152.55	439.45	222.96	121.25	119.30	470.81	483.51	430.42	493.81	575.61	233.97	277.98	444.36	662.39	563.03	305.05	285.31
EL609472.1	53.50	35.38	10.46	30.43	175.27	30.59	57.46	30.69	26.69	9.14	207.02	57.99	104.01	28.67	23.47	133.41	4.86	11.57	79.04	44.56
EL609476.1	7.69	2.23	0.00	0.00	7.19	1.04	5.36	3.00	23.69	23.64	10.99	18.67	14.65	0.00	3.17	4.70	2.11	5.89	2.15	1.00
EL609477.1	33.29	73.68	40.64	13.19	49.07	10.23	27.35	14.40	11.56	13.96	188.47	28.78	50.27	8.25	28.63	119.14	77.12	35.41	17.99	40.73
EL609478.1	0.00	0.00	0.00	33.40	44.49	0.00	0.00	0.00	53.54	102.89	12.01	3.89	3.54	18.05	23.25	0.00	139.01	83.61	27.70	0.00
EL609479.1	64.66	0.00	18.40	0.00	42.69	27.62	0.00	20.42	51.22	4.96	5.26	8.01	15.52	22.62	5.69	1.52	19.80	104.00	0.00	28.12
EL609480.1	251.28	5.72	21.29	80.23	105.37	150.31	0.00	92.80	117.05	0.00	115.80	28.87	177.94	143.69	89.55	200.54	436.77	309.26	46.41	122.29
EL609482.1	29.42	52.83	19.70	34.77	50.45	16.22	21.96	13.62	64.65	65.81	138.57	98.11	86.85	32.11	56.27	259.79	64.62	48.47	63.08	20.77
EL609484.1	25.07	13.98	2.08	5.12	20.94	6.34	5.97	12.98	32.58	56.34	1.24	23.20	34.88	6.99	8.27	0.00	16.25	26.35	5.98	5.02
EL609486.1	814.63	1928.83	853.67	1935.09	3545.66	3276.47	3811.38	2246.09	895.93	158.81	3624.73	159.99	7130.42	845.33	5177.70	467.12	5480.48	784.12	2004.02	1687.22
EL609487.1	254.00	67.93	48.90	81.96	119.64	30.39	22.68	58.30	12.03	239.67	339.88	146.54	461.09	7.47	136.34	130.92	442.97	176.98	39.62	71.39
EL609488.1	103.00	42.00	61.00	10.00	38.00	18.00	6.00	14.00	7.00	7.00	34.00	20.00	17.00	34.00	20.00	405.00	119.90	16.00	2.00	21.00
EL609490.1	27.00	17.00	18.00	22.00	29.00	20.70	14.91	9.00	18.00	11.00	28.00	21.00	31.00	18.00	11.00	27.00	28.00	9.00	7.00	2.00
EL609492.1	1400.96	1113.09	772.43	367.56	595.72	211.78	206.88	326.31	629.11	686.04	468.95	606.64	690.54	470.04	653.31	737.76	1776.94	1397.66	497.19	415.97
EL609493.1	560.02	887.53	89.62	82.89	342.86	177.28	97.57	96.47	597.29	435.63	0.00	486.21	533.20	197.18	115.64	0.00	359.91	652.44	157.67	40.30
EL609497.1	80.17	35.07	29.34	68.33	133.88	79.44	53.58	50.35	120.43	65.74	151.31	123.80	549.96	23.97	35.27	36.72	133.16	32.80	30.89	83.81
EL609498.1	0.00	24.21	0.00	24.55	79.09	82.56	55.59	43.66	0.00	60.63	112.25	0.00	0.00	45.77	103.60	18.87	215.37	52.29	70.29	43.39
EL609500.1	143.00	192.08	124.00	17.00	30.00	18.00	17.00	6.00	11.00	1.00	32.00	38.00	17.00	20.00	14.00	23.00	39.00	70.00	3.00	3.00
EL609501.1	104.72	39.81	0.00	249.16	2103.07	138.56	0.00	188.68	162.91	167.58	290.59	155.02	220.27	561.97	417.18	447.42	493.26	55.62	333.89	365.88
EL609504.1	728.79	1567.82	287.75	837.10	2478.74	851.05	825.35	815.09	963.05	528.66	1702.75	642.72	1289.54	873.55	1748.76	2604.72	1076.26	761.58	1105.40	1032.01
EL609505.1	139.02	117.06	132.54	52.06	47.65	26.61	37.21	54.22	28.43	61.38	31.30	46.13	53.06	74.25	67.68	83.38	193.98	170.78	78.03	44.22
EL609508.1	616.90	85.17	15.07	668.79	11.12	231.22	28.10	6.84	48.70	29.69	2.28	78.70	177.26	602.03	364.29	128.07	1235.26	61.64	487.78	681.25
EL609509.1	1214.00	290.01	196.53	84.00	25.00	158.00	126.00	143.00	5214.03	5357.04	3452.11	4616.71	4979.05	175.00	30.00	77.00	4956.19	1881.00	7.00	96.00
EL609510.1	52.67	38.00	3.99	20.12	3.00	13.99	13.32	0.00	0.00	0.00	7.99	22.30	36.93	8.73	18.99	6.99	325.25	2.92	6.00	19.68
EL609511.1	13.86	0.00	40.40	0.00	0.00	13.22	11.62	7.03	26.94	68.73	83.04	13.75	7.39	11.77	1.96	7.84	0.00	29.28	3.81	0.00
EL609515.1	0.00	0.00	0.00	13.90	79.89	10.20	6.96	0.00	19.51	9.68	5.86	0.00	8.15	36.45	28.50	70.20	56.75	0.00	24.91	11.53
EL609516.1	38.20	18.12	34.82	112.14	0.00	0.00	0.00	0.00	0.00	0.00	49.58	65.82	38.91	72.69	24.10	325.61	362.96	0.00	0.00	0.00
