pathway_id	pathway_name	source	jumper_idx	laggard_idx	log2_ratio_idx	n_contributing_taxa_jumper	n_contributing_taxa_laggard	top_jumper_taxa	top_laggard_taxa	method_note
map04068	FoxO signaling pathway	KEGG_GENOME	0.00035746530852674436	0.0013583044639691305	-1.9229632245311428	78	110	Klebsiella variicola (5.15e-05); Pseudoalteromonas phenolica (2.41e-05); Pectobacterium cacticida (2.38e-05); Citrobacter koseri (2.18e-05); Arcticibacterium luteifluviistationis (1.94e-05)	Cutibacterium acnes (2.59e-04); Moraxella osloensis (1.70e-04); Pseudomonas azotoformans (5.01e-05); Exiguobacterium aestuarii (4.39e-05); Pseudomonas oryzihabitans (4.01e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04070	Phosphatidylinositol signaling system	KEGG_GENOME	0.0005021588809780798	0.001202303763155146	-1.257914951218981	79	110	Klebsiella variicola (8.59e-05); Pectobacterium cacticida (3.57e-05); Flavobacterium jumunjinense (2.56e-05); Citrobacter koseri (2.18e-05); Arcticibacterium luteifluviistationis (1.94e-05)	Cutibacterium acnes (1.30e-04); Moraxella osloensis (1.14e-04); Mariniblastus fucicola (7.71e-05); Pseudomonas oryzihabitans (5.34e-05); Exiguobacterium aestuarii (4.39e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04071	Sphingolipid signaling pathway	KEGG_GENOME	1.923945943849519e-05	4.697595135592985e-05	-1.2451406565125345	17	30	Emticicia soli (3.16e-06); Rahnella inusitata (2.27e-06); Mucilaginibacter koreensis (2.00e-06); Pelagerythrobacter marensis (1.21e-06); Pseudomonas alcaligenes (1.08e-06)	Pseudomonas aeruginosa (4.52e-06); Lysobacter brunescens (4.48e-06); Cupriavidus necator (3.90e-06); Pseudomonas alcaligenes (2.82e-06); Janibacter endophyticus (2.40e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04072	Phospholipase D signaling pathway	KEGG_GENOME	0.00013436380770844787	0.00022241322964694667	-0.7228725626908122	60	91	Klebsiella variicola (1.72e-05); Flavobacterium jumunjinense (1.28e-05); Pectobacterium cacticida (1.19e-05); Arcticibacterium luteifluviistationis (9.68e-06); Citrobacter koseri (7.25e-06)	Flavobacterium haoranii (2.01e-05); Pseudomonas oryzihabitans (1.34e-05); Stutzerimonas stutzeri (1.33e-05); Pectobacterium cacticida (1.03e-05); Pseudomonas marincola (8.79e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04075	Plant hormone signal transduction	KEGG_GENOME	0.00023783344722075434	0.0011608194574372003	-2.2823090997157145	76	111	Klebsiella variicola (1.72e-05); Flavobacterium jumunjinense (1.28e-05); Emticicia soli (1.27e-05); Pectobacterium cacticida (1.19e-05); Marivita roseacus (1.06e-05)	Cutibacterium acnes (2.59e-04); Pseudomonas oryzihabitans (6.68e-05); Pseudomonas alkylphenolica (6.57e-05); Moraxella osloensis (5.68e-05); Pseudomonas azotoformans (4.29e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04080	Neuroactive ligand-receptor interaction	KEGG_GENOME	3.964832824537913e-05	8.721228588259253e-05	-1.1177835836162426	10	23	Flavobacterium jumunjinense (1.28e-05); Arcticibacterium luteifluviistationis (9.68e-06); Flavobacterium haoranii (4.79e-06); Flavobacterium silvisoli (3.19e-06); Mariniblastus fucicola (3.06e-06)	Flavobacterium haoranii (2.01e-05); Mariniblastus fucicola (1.28e-05); Brevundimonas aurantiaca (1.14e-05); Pseudomonas azotoformans (7.15e-06); Anatilimnocola aggregata (5.65e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04082	Neuroactive ligand signaling	KEGG_GENOME	9.684179536941271e-07	0.0	0.9770365802818481	1	0	Cyclobacterium qasimii (9.68e-07)		Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04112	Cell cycle - Caulobacter	KEGG_GENOME	0.001990444841875195	0.005952657100614313	-1.5799606111593911	79	111	Klebsiella variicola (2.06e-04); Pectobacterium cacticida (1.55e-04); Flavobacterium jumunjinense (1.41e-04); Arcticibacterium luteifluviistationis (1.16e-04); Pseudoalteromonas phenolica (1.12e-04)	Cutibacterium acnes (1.30e-03); Moraxella osloensis (6.25e-04); Exiguobacterium aestuarii (2.63e-04); Flavobacterium haoranii (2.21e-04); Pseudomonas oryzihabitans (2.14e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04113	Meiosis - yeast	KEGG_GENOME	6.914481464680868e-05	0.00024132873005674235	-1.788557094477509	23	54	Pseudoalteromonas phenolica (1.60e-05); Ruegeria pomeroyi (1.05e-05); Arcticibacterium luteifluviistationis (9.68e-06); Mariniblastus fucicola (6.12e-06); Methylotenera mobilis (3.49e-06)	Roseibium sediminis (5.36e-05); Mariniblastus fucicola (2.57e-05); Cupriavidus necator (1.95e-05); Massilia arenae (1.57e-05); Pseudomonas oryzihabitans (1.34e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04115	p53 signaling pathway	KEGG_GENOME	0.00014020443400061168	0.0003772016974782905	-1.4213704467357353	29	64	Arcticibacterium luteifluviistationis (2.90e-05); Emticicia soli (1.58e-05); Flavobacterium jumunjinense (1.28e-05); Ruegeria pomeroyi (1.05e-05); Pseudoalteromonas phenolica (8.02e-06)	Massilia arenae (5.48e-05); Massilia terrae (3.99e-05); Massilia niastensis (2.99e-05); Flavobacterium haoranii (2.01e-05); Massilia agri (1.99e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04122	Sulfur relay system	KEGG_GENOME	0.002191721671972278	0.005873507820534778	-1.4217452860167534	79	111	Klebsiella variicola (3.78e-04); Pectobacterium cacticida (2.14e-04); Citrobacter koseri (1.45e-04); Pseudoalteromonas phenolica (9.63e-05); Arcticibacterium luteifluviistationis (8.71e-05)	Cutibacterium acnes (9.07e-04); Moraxella osloensis (8.52e-04); Pseudomonas oryzihabitans (2.54e-04); Mariniblastus fucicola (2.06e-04); Pseudomonas alkylphenolica (1.89e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04137	Mitophagy - animal	KEGG_GENOME	0.0001722209854995481	0.00029183568015220046	-0.7574776261821152	75	100	Klebsiella variicola (3.43e-05); Flavobacterium jumunjinense (1.28e-05); Pectobacterium cacticida (1.19e-05); Arcticibacterium luteifluviistationis (9.68e-06); Pseudoalteromonas phenolica (8.02e-06)	Moraxella osloensis (5.68e-05); Flavobacterium haoranii (2.01e-05); Pseudomonas oryzihabitans (1.34e-05); Pectobacterium cacticida (1.03e-05); Klebsiella variicola (9.54e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04138	Autophagy - yeast	KEGG_GENOME	5.9912450219950397e-05	0.00020173259929407382	-1.7347690485495042	23	24	Flavobacterium jumunjinense (1.28e-05); Arcticibacterium luteifluviistationis (9.68e-06); Emticicia soli (6.33e-06); Flavobacterium haoranii (4.79e-06); Flavobacterium silvisoli (3.19e-06)	Cutibacterium acnes (1.30e-04); Flavobacterium haoranii (2.01e-05); Cutibacterium namnetense (1.28e-05); Pseudomonas azotoformans (7.15e-06); Cupriavidus necator (3.90e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04141	Protein processing in endoplasmic reticulum	KEGG_GENOME	0.0002126631590027399	0.0005682048836889868	-1.4136098681246616	76	101	Arcticibacterium luteifluviistationis (1.94e-05); Klebsiella variicola (1.72e-05); Flavobacterium jumunjinense (1.28e-05); Methylococcus capsulatus (1.21e-05); Pectobacterium cacticida (1.19e-05)	Cutibacterium acnes (1.30e-04); Moraxella osloensis (5.68e-05); Mariniblastus fucicola (2.57e-05); Exiguobacterium aestuarii (2.19e-05); Flavobacterium haoranii (2.01e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04142	Lysosome biogenesis	KEGG_GENOME	0.00046690342910106996	0.0015325926927740325	-1.7126326611575997	50	47	Arcticibacterium luteifluviistationis (1.74e-04); Mariniblastus fucicola (4.29e-05); Emticicia soli (3.48e-05); Pseudoalteromonas phenolica (3.21e-05); Phycisphaera mikurensis (2.39e-05)	Cutibacterium acnes (1.04e-03); Mariniblastus fucicola (1.80e-04); Cutibacterium namnetense (1.02e-04); Lysobacter brunescens (2.69e-05); Brachybacterium aquaticum (2.50e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04144	Endocytosis	KEGG_GENOME	1.4947906545688276e-06	5.570140038890719e-06	-1.397005361383748	1	3	Ruegeria pomeroyi (1.49e-06)	Cupriavidus necator (3.90e-06); Cupriavidus plantarum (1.11e-06); Cupriavidus yeoncheonensis (5.57e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04145	Phagocytosis	KEGG_GENOME	0.00014076262682418715	0.00023815981683524042	-0.7544977690848892	53	61	Arcticibacterium luteifluviistationis (1.94e-05); Klebsiella variicola (1.72e-05); Pseudoalteromonas phenolica (1.60e-05); Pectobacterium cacticida (1.19e-05); Citrobacter koseri (7.25e-06)	Massilia arenae (3.13e-05); Massilia terrae (2.28e-05); Exiguobacterium aestuarii (2.19e-05); Massilia niastensis (1.71e-05); Aeromonas dhakensis (1.23e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04146	Peroxisome	KEGG_GENOME	0.0011171060615524438	0.0038528489317423693	-1.785242973919403	78	111	Klebsiella variicola (1.20e-04); Arcticibacterium luteifluviistationis (8.71e-05); Flavobacterium jumunjinense (7.67e-05); Pectobacterium cacticida (7.14e-05); Pseudoalteromonas phenolica (5.62e-05)	Cutibacterium acnes (7.77e-04); Moraxella osloensis (3.41e-04); Pseudomonas azotoformans (1.36e-04); Pseudomonas oryzihabitans (1.34e-04); Flavobacterium haoranii (1.21e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04148	Efferocytosis	KEGG_GENOME	0.0001887501938102481	0.0005738951255642332	-1.599197439237331	62	93	Klebsiella variicola (3.43e-05); Citrobacter koseri (2.18e-05); Pseudoalteromonas phenolica (1.60e-05); Pectobacterium cacticida (1.19e-05); Marivita roseacus (6.03e-06)	Moraxella osloensis (1.70e-04); Pseudomonas oryzihabitans (2.67e-05); Exiguobacterium aestuarii (2.19e-05); Pseudomonas alkylphenolica (1.64e-05); Massilia arenae (1.57e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04149	Peroxisome - yeast	KEGG_GENOME	0.0010991573848344453	0.0037372464841068883	-1.7646517717677486	77	111	Klebsiella variicola (1.37e-04); Pectobacterium cacticida (9.52e-05); Arcticibacterium luteifluviistationis (6.77e-05); Pseudoalteromonas phenolica (5.62e-05); Flavobacterium jumunjinense (5.11e-05)	Cutibacterium acnes (7.77e-04); Moraxella osloensis (4.55e-04); Exiguobacterium aestuarii (1.10e-04); Pseudomonas azotoformans (1.07e-04); Massilia arenae (9.40e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04151	PI3K-Akt signaling pathway	KEGG_GENOME	0.0001688202890275084	0.00042998341723497345	-1.3436235273793875	70	101	Arcticibacterium luteifluviistationis (1.94e-05); Klebsiella variicola (1.72e-05); Flavobacterium jumunjinense (1.28e-05); Pectobacterium cacticida (1.19e-05); Pseudoalteromonas phenolica (8.02e-06)	Moraxella osloensis (1.14e-04); Exiguobacterium aestuarii (2.19e-05); Flavobacterium haoranii (2.01e-05); Massilia arenae (1.57e-05); Pseudomonas oryzihabitans (1.34e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04152	AMPK signaling pathway	KEGG_GENOME	0.0003881515600946688	0.0009079289177523134	-1.2238353328720815	73	109	Klebsiella variicola (5.15e-05); Arcticibacterium luteifluviistationis (4.84e-05); Flavobacterium jumunjinense (2.56e-05); Pseudoalteromonas phenolica (2.41e-05); Pectobacterium cacticida (2.38e-05)	Moraxella osloensis (1.70e-04); Cutibacterium acnes (1.30e-04); Flavobacterium haoranii (4.02e-05); Massilia arenae (3.13e-05); Pseudomonas oryzihabitans (2.67e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04156	Integrated stress response (ISR) signaling pathway	KEGG_GENOME	0.0014138651729307555	0.0035590949484807163	-1.3312511381448542	79	111	Klebsiella variicola (1.72e-04); Pectobacterium cacticida (1.31e-04); Flavobacterium jumunjinense (8.94e-05); Citrobacter koseri (7.98e-05); Pseudoalteromonas phenolica (7.22e-05)	Cutibacterium acnes (7.77e-04); Moraxella osloensis (3.41e-04); Exiguobacterium aestuarii (1.97e-04); Flavobacterium haoranii (1.41e-04); Pectobacterium cacticida (1.13e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04210	Apoptosis	KEGG_GENOME	0.00019607872071629933	0.00059470718285826	-1.5958313428448752	34	76	Arcticibacterium luteifluviistationis (3.87e-05); Flavobacterium jumunjinense (2.56e-05); Emticicia soli (2.21e-05); Ruegeria pomeroyi (1.05e-05); Flavobacterium haoranii (9.58e-06)	Massilia arenae (6.26e-05); Moraxella osloensis (5.68e-05); Massilia terrae (4.56e-05); Flavobacterium haoranii (4.02e-05); Massilia niastensis (3.42e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04211	Longevity regulating pathway	KEGG_GENOME	0.00035456544272445046	0.0012414081409418104	-1.804952167111262	78	110	Klebsiella variicola (5.15e-05); Pseudoalteromonas phenolica (2.41e-05); Pectobacterium cacticida (2.38e-05); Citrobacter koseri (2.18e-05); Arcticibacterium luteifluviistationis (1.94e-05)	Cutibacterium acnes (2.59e-04); Moraxella osloensis (1.14e-04); Pseudomonas azotoformans (5.01e-05); Exiguobacterium aestuarii (4.39e-05); Pseudomonas oryzihabitans (4.01e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04212	Longevity regulating pathway - worm	KEGG_GENOME	0.001484344854285136	0.004779372008355629	-1.6863249709018908	79	111	Klebsiella variicola (2.23e-04); Pseudoalteromonas phenolica (1.04e-04); Pectobacterium cacticida (9.52e-05); Arcticibacterium luteifluviistationis (7.74e-05); Citrobacter koseri (7.25e-05)	Cutibacterium acnes (9.07e-04); Moraxella osloensis (3.98e-04); Pseudomonas oryzihabitans (2.40e-04); Pseudomonas azotoformans (1.43e-04); Massilia arenae (1.41e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04213	Longevity regulating pathway - multiple species	KEGG_GENOME	0.0006651361841803582	0.0020675757064945624	-1.6347487032051562	79	110	Klebsiella variicola (8.59e-05); Arcticibacterium luteifluviistationis (4.84e-05); Pseudoalteromonas phenolica (4.81e-05); Flavobacterium jumunjinense (3.83e-05); Citrobacter koseri (3.63e-05)	Cutibacterium acnes (3.89e-04); Moraxella osloensis (1.70e-04); Pseudomonas oryzihabitans (8.01e-05); Exiguobacterium aestuarii (6.58e-05); Pseudomonas azotoformans (6.44e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04214	Apoptosis - fly	KEGG_GENOME	0.0003360344060390688	0.0006925553688193803	-1.041115186322103	68	92	Flavobacterium jumunjinense (5.11e-05); Arcticibacterium luteifluviistationis (4.84e-05); Flavobacterium haoranii (1.92e-05); Klebsiella variicola (1.72e-05); Pseudoalteromonas phenolica (1.60e-05)	Flavobacterium haoranii (8.04e-05); Massilia arenae (5.48e-05); Massilia terrae (3.99e-05); Mariniblastus fucicola (3.85e-05); Massilia niastensis (2.99e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04215	Apoptosis - multiple species	KEGG_GENOME	0.00013945614608336634	0.0003772016974782905	-1.4290360832042934	28	64	Arcticibacterium luteifluviistationis (2.90e-05); Emticicia soli (1.58e-05); Flavobacterium jumunjinense (1.28e-05); Ruegeria pomeroyi (1.05e-05); Pseudoalteromonas phenolica (8.02e-06)	Massilia arenae (5.48e-05); Massilia terrae (3.99e-05); Massilia niastensis (2.99e-05); Flavobacterium haoranii (2.01e-05); Massilia agri (1.99e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
