pathway_id	pathway_name	source	jumper_idx	laggard_idx	log2_ratio_idx	n_contributing_taxa_jumper	n_contributing_taxa_laggard	top_jumper_taxa	top_laggard_taxa	method_note
map01310	Nitrogen cycle	KEGG_GENOME	0.0008470621339957522	0.0026621153872193326	-1.650873064804832	61	93	Klebsiella variicola (1.72e-04); Pectobacterium cacticida (1.07e-04); Citrobacter koseri (9.43e-05); Arcticibacterium luteifluviistationis (3.87e-05); Methylococcus capsulatus (2.82e-05)	Cutibacterium acnes (6.48e-04); Moraxella osloensis (2.84e-04); Stutzerimonas stutzeri (1.13e-04); Massilia arenae (1.02e-04); Pectobacterium cacticida (9.25e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map01320	Sulfur cycle	KEGG_GENOME	0.0010576586983752283	0.002444762613126379	-1.208046829046905	75	104	Klebsiella variicola (1.20e-04); Pectobacterium cacticida (9.52e-05); Pseudoalteromonas phenolica (6.42e-05); Arcticibacterium luteifluviistationis (5.81e-05); Citrobacter koseri (5.08e-05)	Moraxella osloensis (2.84e-04); Cutibacterium acnes (1.30e-04); Mariniblastus fucicola (1.03e-04); Pseudomonas alkylphenolica (9.85e-05); Pseudomonas oryzihabitans (9.35e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map01501	beta-Lactam resistance	KEGG_GENOME	0.0034279680107145026	0.00815452944450592	-1.2500040922863225	79	111	Klebsiella variicola (4.64e-04); Arcticibacterium luteifluviistationis (2.90e-04); Pseudoalteromonas phenolica (2.01e-04); Flavobacterium jumunjinense (1.79e-04); Pectobacterium cacticida (1.78e-04)	Cutibacterium acnes (1.04e-03); Moraxella osloensis (7.95e-04); Exiguobacterium aestuarii (3.07e-04); Pseudomonas oryzihabitans (2.94e-04); Massilia arenae (2.82e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map01502	Vancomycin resistance	KEGG_GENOME	0.0009699475902626755	0.002791716656806908	-1.5242038790478023	79	111	Klebsiella variicola (1.20e-04); Flavobacterium jumunjinense (7.67e-05); Pectobacterium cacticida (7.14e-05); Arcticibacterium luteifluviistationis (5.81e-05); Citrobacter koseri (5.80e-05)	Cutibacterium acnes (7.77e-04); Moraxella osloensis (2.84e-04); Exiguobacterium aestuarii (1.76e-04); Flavobacterium haoranii (1.21e-04); Cutibacterium namnetense (7.68e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map01503	Cationic antimicrobial peptide (CAMP) resistance	KEGG_GENOME	0.003981177872199421	0.006187808451896145	-0.6361040067287745	79	111	Klebsiella variicola (7.38e-04); Pectobacterium cacticida (2.74e-04); Pseudoalteromonas phenolica (2.49e-04); Citrobacter koseri (2.32e-04); Arcticibacterium luteifluviistationis (1.74e-04)	Moraxella osloensis (3.41e-04); Pseudomonas oryzihabitans (3.21e-04); Mariniblastus fucicola (3.08e-04); Aeromonas dhakensis (2.46e-04); Flavobacterium haoranii (2.41e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map01523	Antifolate resistance	KEGG_GENOME	0.0007858388540057157	0.0022494137223600906	-1.5160501503300197	79	111	Klebsiella variicola (8.59e-05); Pectobacterium cacticida (5.95e-05); Flavobacterium jumunjinense (5.11e-05); Arcticibacterium luteifluviistationis (4.84e-05); Pseudoalteromonas phenolica (4.81e-05)	Cutibacterium acnes (5.18e-04); Moraxella osloensis (2.27e-04); Exiguobacterium aestuarii (8.78e-05); Flavobacterium haoranii (8.04e-05); Pseudomonas oryzihabitans (8.01e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map01524	Platinum drug resistance	KEGG_GENOME	0.0008465109084138743	0.002509039402500806	-1.566406169143509	78	110	Klebsiella variicola (1.37e-04); Pseudoalteromonas phenolica (5.62e-05); Arcticibacterium luteifluviistationis (4.84e-05); Pectobacterium cacticida (4.76e-05); Citrobacter koseri (3.63e-05)	Cutibacterium acnes (2.59e-04); Pseudomonas oryzihabitans (1.60e-04); Massilia arenae (1.33e-04); Moraxella osloensis (1.14e-04); Pseudomonas azotoformans (1.00e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map02010	ABC transporters	KEGG_GENOME	0.020517822058213363	0.05044512978538588	-1.2977956790914513	79	111	Klebsiella variicola (4.89e-03); Pectobacterium cacticida (2.44e-03); Citrobacter koseri (1.70e-03); Rahnella inusitata (5.32e-04); Leclercia pneumoniae (5.28e-04)	Cutibacterium acnes (9.45e-03); Moraxella osloensis (2.90e-03); Pseudomonas oryzihabitans (2.38e-03); Exiguobacterium aestuarii (2.37e-03); Pectobacterium cacticida (2.11e-03)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map02020	Two-component system	KEGG_GENOME	0.019008249642949365	0.050539278469670185	-1.410732028112736	79	111	Klebsiella variicola (2.68e-03); Pectobacterium cacticida (1.93e-03); Citrobacter koseri (1.57e-03); Pseudoalteromonas phenolica (1.13e-03); Arcticibacterium luteifluviistationis (5.71e-04)	Cutibacterium acnes (5.05e-03); Pseudomonas oryzihabitans (2.62e-03); Pseudomonas azotoformans (2.05e-03); Pseudomonas alkylphenolica (1.99e-03); Moraxella osloensis (1.87e-03)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map02024	Quorum sensing	KEGG_GENOME	0.009421016388396836	0.02425474015808236	-1.3642184571920948	79	111	Klebsiella variicola (1.73e-03); Pectobacterium cacticida (1.34e-03); Citrobacter koseri (4.28e-04); Rahnella inusitata (3.25e-04); Salipiger aestuarii (2.54e-04)	Cutibacterium acnes (4.14e-03); Moraxella osloensis (1.59e-03); Pectobacterium cacticida (1.16e-03); Pseudomonas oryzihabitans (1.07e-03); Exiguobacterium aestuarii (9.87e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map02025	Biofilm formation - Pseudomonas aeruginosa	KEGG_GENOME	0.002611441955230764	0.010107826212196285	-1.9521446002077958	79	111	Klebsiella variicola (3.26e-04); Pectobacterium cacticida (2.26e-04); Pseudoalteromonas phenolica (1.44e-04); Pseudomonas alcaligenes (1.23e-04); Pseudomonas arcuscaelestis (1.23e-04)	Pseudomonas azotoformans (6.22e-04); Pseudomonas oryzihabitans (5.88e-04); Pseudomonas aeruginosa (5.15e-04); Pseudomonas alkylphenolica (4.02e-04); Moraxella osloensis (3.41e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map02026	Biofilm formation - Escherichia coli	KEGG_GENOME	0.00403282722042372	0.00799075406785616	-0.9863628966180606	78	111	Klebsiella variicola (7.38e-04); Citrobacter koseri (4.64e-04); Pectobacterium cacticida (4.28e-04); Pseudoalteromonas phenolica (1.76e-04); Leclercia pneumoniae (1.27e-04)	Cutibacterium acnes (1.04e-03); Moraxella osloensis (4.55e-04); Pectobacterium cacticida (3.70e-04); Pseudomonas oryzihabitans (3.61e-04); Pseudomonas alkylphenolica (3.45e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map02030	Bacterial chemotaxis	KEGG_GENOME	0.0033745262282835484	0.00962352322199677	-1.5116026455764018	69	94	Pseudoalteromonas phenolica (4.89e-04); Pectobacterium cacticida (4.28e-04); Citrobacter koseri (2.68e-04); Klebsiella variicola (1.37e-04); Pectobacterium polaris (9.85e-05)	Pseudomonas oryzihabitans (9.62e-04); Massilia arenae (4.62e-04); Exiguobacterium aestuarii (4.61e-04); Pseudomonas alkylphenolica (4.19e-04); Aeromonas dhakensis (4.12e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map02040	Flagellar assembly	KEGG_GENOME	0.004755373626710077	0.011832539530859925	-1.3149477103881413	79	111	Citrobacter koseri (5.73e-04); Pectobacterium cacticida (5.71e-04); Pseudoalteromonas phenolica (3.77e-04); Erwinia piriflorinigrans (1.91e-04); Pantoea dispersa (1.54e-04)	Exiguobacterium aestuarii (7.90e-04); Massilia arenae (7.75e-04); Pseudomonas oryzihabitans (6.14e-04); Mariniblastus fucicola (5.65e-04); Massilia terrae (5.64e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map02060	Phosphotransferase system (PTS)	KEGG_GENOME	0.0033715391093586513	0.006989505022281655	-1.051561512116109	65	97	Klebsiella variicola (1.30e-03); Citrobacter koseri (3.63e-04); Pectobacterium cacticida (2.74e-04); Rahnella inusitata (1.20e-04); Leclercia pneumoniae (9.67e-05)	Cutibacterium acnes (3.63e-03); Klebsiella variicola (3.62e-04); Cutibacterium namnetense (3.59e-04); Exiguobacterium aestuarii (3.29e-04); Pectobacterium cacticida (2.36e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03008	Ribosome biogenesis in eukaryotes	KEGG_GENOME	0.0002654350080691326	0.0009590763788456737	-1.8493655270381217	79	111	Klebsiella variicola (3.43e-05); Pectobacterium cacticida (2.38e-05); Pseudoalteromonas phenolica (1.60e-05); Flavobacterium jumunjinense (1.28e-05); Arcticibacterium luteifluviistationis (9.68e-06)	Cutibacterium acnes (2.59e-04); Moraxella osloensis (1.14e-04); Pseudomonas oryzihabitans (4.01e-05); Cutibacterium namnetense (2.56e-05); Pseudomonas alkylphenolica (2.46e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03010	Ribosome	KEGG_GENOME	0.011274053792566581	0.032625200294346665	-1.5328966618638957	79	111	Klebsiella variicola (1.37e-03); Pectobacterium cacticida (9.28e-04); Flavobacterium jumunjinense (9.20e-04); Pseudoalteromonas phenolica (6.42e-04); Arcticibacterium luteifluviistationis (5.81e-04)	Cutibacterium acnes (8.42e-03); Moraxella osloensis (3.75e-03); Exiguobacterium aestuarii (1.82e-03); Flavobacterium haoranii (1.45e-03); Pseudomonas oryzihabitans (9.35e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03018	RNA degradation	KEGG_GENOME	0.0026693981494680837	0.007202766459285737	-1.4316965508544053	79	111	Klebsiella variicola (3.09e-04); Arcticibacterium luteifluviistationis (2.13e-04); Pectobacterium cacticida (1.90e-04); Flavobacterium jumunjinense (1.79e-04); Pseudoalteromonas phenolica (1.60e-04)	Cutibacterium acnes (1.68e-03); Moraxella osloensis (7.39e-04); Exiguobacterium aestuarii (3.51e-04); Flavobacterium haoranii (2.82e-04); Mariniblastus fucicola (2.31e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03020	RNA polymerase	KEGG_GENOME	0.0005950442711401483	0.001907252859155228	-1.678760957098559	79	111	Klebsiella variicola (6.87e-05); Pectobacterium cacticida (4.76e-05); Flavobacterium jumunjinense (3.83e-05); Pseudoalteromonas phenolica (3.21e-05); Arcticibacterium luteifluviistationis (2.90e-05)	Cutibacterium acnes (5.18e-04); Moraxella osloensis (2.27e-04); Exiguobacterium aestuarii (1.10e-04); Mariniblastus fucicola (6.42e-05); Flavobacterium haoranii (6.03e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03022	Basal transcription factors	KEGG_GENOME	5.298360555115913e-06	0.00026514219549739285	-5.401077102095101	6	58	Kytococcus sedentarius (1.38e-06); Pseudomonas alcaligenes (1.08e-06); Pseudomonas arcuscaelestis (1.08e-06); Stutzerimonas kunmingensis (6.89e-07); Pseudomonas saponiphila (5.38e-07)	Cutibacterium acnes (1.30e-04); Pseudomonas oryzihabitans (1.34e-05); Cutibacterium namnetense (1.28e-05); Pseudomonas alkylphenolica (8.21e-06); Massilia arenae (7.83e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03030	DNA replication	KEGG_GENOME	0.002678395913649119	0.007162787249892454	-1.418814719971996	79	110	Klebsiella variicola (3.26e-04); Pectobacterium cacticida (2.26e-04); Flavobacterium jumunjinense (2.17e-04); Arcticibacterium luteifluviistationis (1.74e-04); Pseudoalteromonas phenolica (1.28e-04)	Cutibacterium acnes (1.94e-03); Moraxella osloensis (6.82e-04); Flavobacterium haoranii (3.42e-04); Exiguobacterium aestuarii (3.29e-04); Pseudomonas oryzihabitans (2.00e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03050	Proteasome	KEGG_GENOME	0.0	0.00029407207500497883	-8.20492358340766	0	4		Cutibacterium acnes (2.59e-04); Cutibacterium namnetense (2.56e-05); Janibacter endophyticus (7.19e-06); Brachybacterium aquaticum (2.27e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03060	Protein export	KEGG_GENOME	0.002688397862421956	0.007721819451274999	-1.5218444440826298	79	111	Klebsiella variicola (3.26e-04); Pectobacterium cacticida (2.26e-04); Flavobacterium jumunjinense (1.79e-04); Pseudoalteromonas phenolica (1.44e-04); Citrobacter koseri (1.38e-04)	Cutibacterium acnes (1.94e-03); Moraxella osloensis (9.09e-04); Exiguobacterium aestuarii (3.51e-04); Flavobacterium haoranii (2.82e-04); Mariniblastus fucicola (2.31e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03070	Bacterial secretion system	KEGG_GENOME	0.005112735886536921	0.014396672531321653	-1.4933860548347482	79	111	Pectobacterium cacticida (7.26e-04); Klebsiella variicola (6.87e-04); Citrobacter koseri (2.90e-04); Pseudoalteromonas phenolica (2.17e-04); Flavobacterium jumunjinense (2.04e-04)	Cutibacterium acnes (1.68e-03); Moraxella osloensis (8.52e-04); Pseudomonas azotoformans (6.94e-04); Pectobacterium cacticida (6.27e-04); Massilia arenae (4.85e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03083	Polycomb repressive complex	KEGG_GENOME	3.1775056965245726e-06	2.203068509777296e-06	0.38318713962184436	2	3	Methylococcus capsulatus (2.02e-06); Methylotenera mobilis (1.16e-06)	Limnoglobus roseus (8.74e-07); Gemmata massiliana (8.74e-07); Paraburkholderia pallida (4.55e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03240	Viral replication	KEGG_GENOME	0.0	6.281485948315934e-07	-0.7032323748152548	0	1		Pseudomonas putida (6.28e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03250	Viral life cycle - HIV-1	KEGG_GENOME	0.00013825849929659072	0.00037245733687767536	-1.4231780598727688	61	97	Klebsiella variicola (1.72e-05); Pseudoalteromonas phenolica (1.60e-05); Flavobacterium jumunjinense (1.28e-05); Pectobacterium cacticida (1.19e-05); Citrobacter koseri (7.25e-06)	Cutibacterium acnes (1.30e-04); Flavobacterium haoranii (2.01e-05); Pseudomonas oryzihabitans (1.34e-05); Mariniblastus fucicola (1.28e-05); Cutibacterium namnetense (1.28e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03258	Virion - Bacteriophage lambda	KEGG_GENOME	0.00012740533035434756	0.00024207980495007965	-0.9207249465886019	19	31	Rahnella inusitata (1.82e-05); Kluyvera georgiana (1.53e-05); Proteus faecis (1.33e-05); Franconibacter helveticus (1.20e-05); Pantoea dispersa (8.94e-06)	Pseudomonas alkylphenolica (2.46e-05); Pseudomonas aeruginosa (2.26e-05); Citrobacter freundii (1.75e-05); Kluyvera georgiana (1.61e-05); Pseudomonas alcaligenes (1.41e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03264	Virion - Flavivirus and Alphavirus	KEGG_GENOME	8.72655175543315e-07	0.0	0.9050852709997209	1	0	Runella soli (8.73e-07)		Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03266	Virion - Herpesvirus	KEGG_GENOME	1.5669600676881396e-05	1.0928601313142279e-05	0.48279465483438605	9	3	Pseudoalteromonas phenolica (8.02e-06); Pseudoalteromonas fenneropenaei (1.67e-06); Pseudoalteromonas xiamenensis (9.67e-07); Thalassotalea marina (9.21e-07); Pseudoalteromonas arabiensis (8.35e-07)	Aeromonas dhakensis (6.14e-06); Aeromonas lusitana (4.05e-06); Moritella profunda (7.37e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03272	Virion - Hepatitis viruses	KEGG_GENOME	9.394556648671028e-05	0.00011951303912533079	-0.3440167099303107	24	26	Flavobacterium jumunjinense (2.56e-05); Arcticibacterium luteifluviistationis (9.68e-06); Flavobacterium haoranii (9.58e-06); Pseudoalteromonas phenolica (8.02e-06); Flavobacterium silvisoli (6.39e-06)	Flavobacterium haoranii (4.02e-05); Mariniblastus fucicola (1.28e-05); Massilia arenae (7.83e-06); Massilia terrae (5.69e-06); Brevundimonas aurantiaca (5.68e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03320	PPAR signaling pathway	KEGG_GENOME	0.0007090597329448604	0.0026939180619605973	-1.9242291091387365	78	111	Arcticibacterium luteifluviistationis (8.71e-05); Klebsiella variicola (8.59e-05); Pectobacterium cacticida (3.57e-05); Emticicia soli (3.16e-05); Flavobacterium jumunjinense (2.56e-05)	Cutibacterium acnes (3.89e-04); Moraxella osloensis (2.84e-04); Cupriavidus necator (1.09e-04); Exiguobacterium aestuarii (8.78e-05); Pseudomonas alkylphenolica (8.21e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03410	Base excision repair	KEGG_GENOME	0.0018325558290745042	0.005569912049847133	-1.603269345129638	79	111	Klebsiella variicola (2.40e-04); Pectobacterium cacticida (1.55e-04); Flavobacterium jumunjinense (1.02e-04); Citrobacter koseri (1.02e-04); Arcticibacterium luteifluviistationis (9.68e-05)	Cutibacterium acnes (1.42e-03); Moraxella osloensis (5.68e-04); Exiguobacterium aestuarii (2.19e-04); Mariniblastus fucicola (2.06e-04); Pseudomonas oryzihabitans (2.00e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03420	Nucleotide excision repair	KEGG_GENOME	0.0012866282467731626	0.004265981224110801	-1.7284996315411092	79	111	Klebsiella variicola (1.55e-04); Flavobacterium jumunjinense (1.15e-04); Pectobacterium cacticida (9.52e-05); Arcticibacterium luteifluviistationis (7.74e-05); Citrobacter koseri (6.53e-05)	Cutibacterium acnes (1.42e-03); Moraxella osloensis (3.41e-04); Flavobacterium haoranii (1.81e-04); Exiguobacterium aestuarii (1.76e-04); Mariniblastus fucicola (1.54e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03430	Mismatch repair	KEGG_GENOME	0.0031824337969491977	0.007899389883045659	-1.311340089744822	79	110	Klebsiella variicola (4.12e-04); Pectobacterium cacticida (2.86e-04); Flavobacterium jumunjinense (2.30e-04); Arcticibacterium luteifluviistationis (1.74e-04); Citrobacter koseri (1.74e-04)	Cutibacterium acnes (2.07e-03); Moraxella osloensis (6.25e-04); Exiguobacterium aestuarii (3.73e-04); Flavobacterium haoranii (3.62e-04); Pectobacterium cacticida (2.47e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03440	Homologous recombination	KEGG_GENOME	0.003885342926591687	0.010532354284135254	-1.4384798137352297	79	111	Klebsiella variicola (4.81e-04); Pectobacterium cacticida (3.33e-04); Flavobacterium jumunjinense (2.94e-04); Arcticibacterium luteifluviistationis (2.13e-04); Pseudoalteromonas phenolica (2.09e-04)	Cutibacterium acnes (2.85e-03); Moraxella osloensis (1.19e-03); Flavobacterium haoranii (4.63e-04); Exiguobacterium aestuarii (4.17e-04); Pseudomonas oryzihabitans (3.07e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03450	Non-homologous end-joining	KEGG_GENOME	2.7882591698921096e-05	0.0002615345294332169	-3.184235074043541	14	59	Mesorhizobium septentrionale (3.36e-06); Kytococcus sedentarius (2.76e-06); Ralstonia pickettii (2.71e-06); Dyadobacter sediminis (2.54e-06); Pelagerythrobacter marensis (2.42e-06)	Pseudomonas oryzihabitans (2.67e-05); Stutzerimonas stutzeri (1.99e-05); Massilia arenae (1.57e-05); Pseudomonas azotoformans (1.43e-05); Lysobacter brunescens (1.34e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map03460	Fanconi anemia pathway	KEGG_GENOME	5.548108760685657e-07	0.0	0.636739104631338	1	0	Mangrovibacter plantisponsor (5.55e-07)		Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04011	MAPK signaling pathway - yeast	KEGG_GENOME	0.0001359253322716177	0.0006716282027040168	-2.296419889751138	57	99	Klebsiella variicola (1.72e-05); Pectobacterium cacticida (1.19e-05); Arcticibacterium luteifluviistationis (9.68e-06); Pseudoalteromonas phenolica (8.02e-06); Citrobacter koseri (7.25e-06)	Cutibacterium acnes (1.30e-04); Moraxella osloensis (5.68e-05); Pseudomonas azotoformans (3.58e-05); Pseudomonas oryzihabitans (2.67e-05); Massilia arenae (2.35e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04013	MAPK signaling pathway - fly	KEGG_GENOME	0.00021864011045283273	0.0005697799382377945	-1.3777930859885765	77	110	Klebsiella variicola (3.43e-05); Pseudoalteromonas phenolica (1.60e-05); Citrobacter koseri (1.45e-05); Flavobacterium jumunjinense (1.28e-05); Pectobacterium cacticida (1.19e-05)	Cutibacterium acnes (1.30e-04); Moraxella osloensis (5.68e-05); Exiguobacterium aestuarii (2.19e-05); Flavobacterium haoranii (2.01e-05); Pseudomonas alkylphenolica (1.64e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04014	Ras signaling pathway	KEGG_GENOME	0.0	5.570140038890719e-06	-2.7159241211199094	0	3		Cupriavidus necator (3.90e-06); Cupriavidus plantarum (1.11e-06); Cupriavidus yeoncheonensis (5.57e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04016	MAPK signaling pathway - plant	KEGG_GENOME	0.0004619111312434486	0.0018435784843438055	-1.9944840156190111	78	111	Klebsiella variicola (5.15e-05); Arcticibacterium luteifluviistationis (3.87e-05); Pectobacterium cacticida (3.57e-05); Flavobacterium jumunjinense (2.56e-05); Citrobacter koseri (2.18e-05)	Cutibacterium acnes (5.18e-04); Moraxella osloensis (1.70e-04); Exiguobacterium aestuarii (6.58e-05); Pseudomonas azotoformans (6.44e-05); Pseudomonas oryzihabitans (5.34e-05)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04020	Calcium signaling pathway	KEGG_GENOME	1.6967564663775912e-06	4.478625312831978e-06	-1.0225886967956204	3	1	Serratia ficaria (5.69e-07); Serratia ureilytica (5.68e-07); Mesorhizobium septentrionale (5.59e-07)	Lysobacter brunescens (4.48e-06)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04024	cAMP signaling pathway	KEGG_GENOME	1.289926074082834e-05	1.0236293019200168e-05	0.3068419998924043	4	5	Arcticibacterium luteifluviistationis (9.68e-06); Kytococcus sedentarius (1.38e-06); Cyclobacterium qasimii (9.68e-07); Runella soli (8.73e-07)	Cupriavidus necator (3.90e-06); Janibacter endophyticus (2.40e-06); Brachybacterium aquaticum (2.27e-06); Cupriavidus plantarum (1.11e-06); Cupriavidus yeoncheonensis (5.57e-07)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
map04066	HIF-1 signaling pathway	KEGG_GENOME	0.0009674040790230626	0.0027498163221974154	-1.5061787498317256	79	111	Klebsiella variicola (1.37e-04); Flavobacterium jumunjinense (1.02e-04); Citrobacter koseri (6.53e-05); Arcticibacterium luteifluviistationis (5.81e-05); Pectobacterium cacticida (4.76e-05)	Cutibacterium acnes (1.04e-03); Moraxella osloensis (2.27e-04); Flavobacterium haoranii (1.61e-04); Exiguobacterium aestuarii (1.54e-04); Cutibacterium namnetense (1.02e-04)	Genome-resolved functional index: sum over taxa of (pool rel. abundance x pathway genes / genome total genes). DESCRIPTIVE ONLY (n=1 pooled per group; no statistical inference).
