ko	ko_name	jumper_idx	laggard_idx	log2_ratio_idx	source
ko:K00405		6.710152547806164e-05	0.0002831598820752593	-2.060943867927237	KEGG_GENOME
ko:K00406		8.569082350843149e-05	0.00029020116493936866	-1.7480649340823466	KEGG_GENOME
ko:K00407		6.451476455064111e-05	0.00026871752453149904	-2.0415572844644654	KEGG_GENOME
ko:K00411		4.927378055381551e-05	0.0002134352690313656	-2.0926641232659624	KEGG_GENOME
ko:K00412		4.7920992321990904e-05	0.0002088045796419752	-2.1005205964420464	KEGG_GENOME
ko:K00413		4.736172447072036e-05	0.00020786355550658818	-2.110623185366944	KEGG_GENOME
ko:K00424		7.865190132325109e-05	0.0001514377229340033	-0.936439257915024	KEGG_GENOME
ko:K00425		0.00019978143894934847	0.0005370325300368333	-1.4220674954720687	KEGG_GENOME
ko:K00426		0.00019244735610960006	0.0005371296041055363	-1.4760126646446146	KEGG_GENOME
ko:K00427		4.0293311785685284e-05	1.8828207036149e-05	1.0583539015711128	KEGG_GENOME
ko:K00428		0.00019877430735131555	0.00018335883594630355	0.11585448885266748	KEGG_GENOME
ko:K00432		0.0002138079790892914	0.0005060469766337615	-1.2390718319656846	KEGG_GENOME
ko:K00433		7.354608871765858e-05	0.00019310204963018026	-1.3806107880222465	KEGG_GENOME
ko:K00435		5.486940623789883e-06	4.614993426826111e-05	-2.8616456209148646	KEGG_GENOME
ko:K00436		2.015763268761717e-06	1.0155264441603846e-05	-1.887129624298357	KEGG_GENOME
ko:K00441		2.197121399622033e-06	1.5052961927445706e-05	-2.327994081537131	KEGG_GENOME
ko:K00446		2.4217101812817084e-06	2.7136050668878008e-05	-3.0396303642579694	KEGG_GENOME
ko:K00448		3.9755582711945876e-05	0.00010886269392090465	-1.430631974644024	KEGG_GENOME
ko:K00449		5.572440869073255e-05	0.0001358140937845892	-1.2701752857723625	KEGG_GENOME
ko:K00450		1.929570396395082e-05	4.207581166115321e-05	-1.0857035995497089	KEGG_GENOME
ko:K00451		6.546632337807584e-05	0.00016791034439137966	-1.3455622265077924	KEGG_GENOME
ko:K00452		2.9815616390498255e-05	5.389061904653547e-05	-0.8328979609039144	KEGG_GENOME
ko:K00453		4.44587079721718e-05	0.0001707753570364464	-1.9178944961364623	KEGG_GENOME
ko:K00455		3.1427236128387286e-05	6.040735289436271e-05	-0.9212053499612288	KEGG_GENOME
ko:K00457		6.832574889095236e-05	0.0002580448730872485	-1.9017388294606492	KEGG_GENOME
ko:K00459		5.727428704317248e-05	0.00031456480131848014	-2.4370049395318203	KEGG_GENOME
ko:K00463		1.2088098058651451e-06	0.0	1.1432691978021177	KEGG_GENOME
ko:K00464		7.482879172453427e-07	6.81307975050502e-06	-2.159948545288404	KEGG_GENOME
ko:K00466		7.482879172453427e-07	9.406131008849605e-06	-2.573419075349448	KEGG_GENOME
ko:K00467		8.72655175543315e-07	2.850012602474566e-06	-1.0397778972747795	KEGG_GENOME
ko:K00468		0.0	2.9139275213270962e-05	-4.913572818432509	KEGG_GENOME
ko:K00469		1.5680638043147934e-05	1.048026879793413e-06	3.025867918126306	KEGG_GENOME
ko:K00471		0.0	3.503588568679348e-05	-5.171362399099465	KEGG_GENOME
ko:K00472		4.230216988528908e-06	3.333018223415486e-05	-2.7145348089321546	KEGG_GENOME
ko:K00474		9.209697443019601e-07	0.0	0.9418347964166282	KEGG_GENOME
ko:K00476		1.6967564663775912e-06	4.478625312831978e-06	-1.0225886967956204	KEGG_GENOME
ko:K00479		5.519546557832302e-06	9.96749363606043e-05	-3.948789123290885	KEGG_GENOME
ko:K00480		0.0	5.978740793486521e-07	-0.6761537209960984	KEGG_GENOME
ko:K00481		3.933842797423608e-05	0.00010850348902534748	-1.4407500710380128	KEGG_GENOME
ko:K00483		3.19660422247126e-05	5.4265126642418445e-05	-0.7453887062290094	KEGG_GENOME
ko:K00484		3.299574560607244e-05	4.343691076626233e-05	-0.3864043129693663	KEGG_GENOME
ko:K00486		2.8320825735929428e-05	4.9408761055175564e-05	-0.7817487629120189	KEGG_GENOME
ko:K00491		1.045438958910067e-06	2.996435971149821e-05	-3.920126224668333	KEGG_GENOME
ko:K00496		2.2371449506693135e-05	7.043295834501168e-05	-1.6118426573306928	KEGG_GENOME
ko:K00500		6.168261997818072e-05	0.0001746708969568397	-1.48673781550376	KEGG_GENOME
ko:K00505		3.090553435709707e-06	8.924608361963844e-06	-1.2787141254357168	KEGG_GENOME
ko:K00507		6.11985633119736e-05	0.0002523872000752968	-2.026390486289913	KEGG_GENOME
