gene	module
XM_067102712.1	M1
XM_067102739.1	M2
XM_067102791.1	M3
XM_067102804.1	M1
XM_067102805.1	M1
XM_067102832.1	M1
XM_067102838.1	M1
XM_067102840.1	M3
XM_067102853.1	M3
XM_067102862.1	M1
XM_067102875.1	M0
XM_067102881.1	M0
XM_067102883.1	M3
XM_067102885.1	M2
XM_067102886.1	M2
XM_067102888.1	M1
XM_067102898.1	M3
XM_067102906.1	M7
XM_067102914.1	M1
XM_067102924.1	M1
XM_067102934.1	M1
XM_067102939.1	M12
XM_067102940.1	M10
XM_067102948.1	M4
XM_067102950.1	M3
XM_067102953.1	M1
XM_067102954.1	M1
XM_067102965.1	M3
XM_067102966.1	M4
XM_067102967.1	M1
XM_067102968.1	M1
XM_067102969.1	M6
XM_067102970.1	M6
XM_067102971.1	M6
XM_067102972.1	M2
XM_067102973.1	M5
XM_067102975.1	M1
XM_067102977.1	M1
XM_067102979.1	M1
XM_067102983.1	M1
XM_067102984.1	M1
XM_067102985.1	M1
XM_067102991.1	M5
XM_067102999.1	M5
XM_067103022.1	M8
XM_067103023.1	M3
XM_067103025.1	M3
XM_067103032.1	M4
XM_067103034.1	M6
XM_067103039.1	M1
XM_067103042.1	M4
XM_067103053.1	M3
XM_067103058.1	M18
XM_067103066.1	M18
XM_067103072.1	M8
XM_067103084.1	M3
XM_067103097.1	M1
XM_067103101.1	M3
XM_067103155.1	M3
XM_067103159.1	M1
XM_067103168.1	M4
XM_067103169.1	M1
XM_067103170.1	M1
XM_067103171.1	M3
XM_067103172.1	M1
XM_067103173.1	M5
XM_067103174.1	M10
XM_067103175.1	M2
XM_067103176.1	M1
XM_067103179.1	M3
XM_067103180.1	M1
XM_067103183.1	M1
XM_067103195.1	M4
XM_067103196.1	M4
XM_067103197.1	M6
XM_067103200.1	M2
XM_067103202.1	M12
XM_067103211.1	M6
XM_067103213.1	M6
XM_067103216.1	M1
XM_067103218.1	M1
XM_067103229.1	M7
XM_067103230.1	M6
XM_067103232.1	M3
XM_067103233.1	M2
XM_067103235.1	M2
XM_067103237.1	M5
XM_067103238.1	M1
XM_067103239.1	M1
XM_067103240.1	M3
XM_067103242.1	M1
XM_067103250.1	M2
XM_067103252.1	M1
XM_067103270.1	M7
XM_067103275.1	M1
XM_067103287.1	M1
XM_067103288.1	M1
XM_067103290.1	M2
XM_067103291.1	M2
XM_067103292.1	M1
XM_067103293.1	M1
XM_067103295.1	M3
XM_067103296.1	M1
XM_067103297.1	M1
XM_067103298.1	M12
XM_067103305.1	M2
XM_067103312.1	M4
XM_067103319.1	M4
XM_067103326.1	M12
XM_067103332.1	M5
XM_067103333.1	M12
XM_067103334.1	M12
XM_067103336.1	M10
XM_067103337.1	M12
XM_067103338.1	M1
XM_067103339.1	M1
XM_067103343.1	M5
XM_067103349.1	M1
XM_067103351.1	M1
XM_067103364.1	M5
XM_067103365.1	M2
XM_067103370.1	M2
XM_067103371.1	M1
XM_067103372.1	M6
XM_067103373.1	M7
XM_067103374.1	M1
XM_067103380.1	M1
XM_067103382.1	M7
XM_067103386.1	M2
XM_067103387.1	M2
XM_067103389.1	M1
XM_067103390.1	M1
XM_067103394.1	M4
XM_067103395.1	M1
XM_067103397.1	M1
XM_067103400.1	M2
XM_067103401.1	M2
XM_067103402.1	M4
XM_067103416.1	M2
XM_067103418.1	M8
XM_067103419.1	M1
XM_067103420.1	M1
XM_067103422.1	M3
XM_067103427.1	M1
XM_067103440.1	M1
XM_067103441.1	M2
XM_067103442.1	M2
XM_067103443.1	M2
XM_067103448.1	M2
XM_067103451.1	M1
XM_067103453.1	M1
XM_067103457.1	M7
XM_067103477.1	M1
XM_067103478.1	M1
XM_067103479.1	M1
XM_067103484.1	M1
XM_067103489.1	M2
XM_067103490.1	M1
XM_067103494.1	M2
XM_067103495.1	M4
XM_067103496.1	M2
XM_067103499.1	M2
XM_067103507.1	M1
XM_067103510.1	M1
XM_067103549.1	M1
XM_067103550.1	M2
XM_067103552.1	M1
XM_067103566.1	M1
XM_067103567.1	M4
XM_067103569.1	M3
XM_067103570.1	M1
XM_067103575.1	M1
XM_067103577.1	M1
XM_067103578.1	M1
XM_067103588.1	M4
XM_067103598.1	M6
XM_067103599.1	M1
XM_067103601.1	M2
XM_067103605.1	M6
XM_067103607.1	M1
XM_067103608.1	M0
XM_067103610.1	M1
XM_067103617.1	M2
XM_067103626.1	M1
XM_067103629.1	M1
XM_067103632.1	M3
XM_067103633.1	M1
XM_067103635.1	M3
XM_067103636.1	M3
XM_067103637.1	M1
XM_067103638.1	M1
XM_067103639.1	M1
XM_067103641.1	M2
XM_067103643.1	M1
XM_067103648.1	M9
XM_067103650.1	M1
XM_067103657.1	M1
XM_067103660.1	M1
XM_067103667.1	M1
XM_067103668.1	M11
XM_067103676.1	M1
XM_067103677.1	M1
XM_067103678.1	M1
XM_067103679.1	M1
XM_067103681.1	M1
XM_067103686.1	M1
XM_067103687.1	M1
XM_067103688.1	M1
XM_067103689.1	M7
XM_067103691.1	M1
XM_067103695.1	M3
XM_067103699.1	M1
XM_067103702.1	M1
XM_067103705.1	M1
XM_067103709.1	M1
XM_067103718.1	M1
XM_067103719.1	M1
XM_067103720.1	M1
XM_067103732.1	M4
XM_067103752.1	M1
XM_067103758.1	M2
XM_067103761.1	M1
XM_067103764.1	M1
XM_067103767.1	M1
XM_067103768.1	M5
XM_067103769.1	M1
XM_067103784.1	M1
XM_067103786.1	M1
XM_067103788.1	M1
XM_067103789.1	M1
XM_067103790.1	M10
XM_067103791.1	M10
XM_067103794.1	M2
XM_067103795.1	M2
XM_067103796.1	M3
XM_067103798.1	M1
XM_067103800.1	M1
XM_067103802.1	M2
XM_067103814.1	M18
XM_067103817.1	M1
XM_067103819.1	M3
XM_067103821.1	M3
XM_067103825.1	M3
XM_067103850.1	M15
XM_067103851.1	M2
XM_067103852.1	M1
XM_067103854.1	M1
XM_067103855.1	M1
XM_067103856.1	M1
XM_067103858.1	M1
XM_067103859.1	M6
XM_067103861.1	M1
XM_067103874.1	M1
XM_067103875.1	M1
XM_067103878.1	M15
XM_067103880.1	M4
XM_067103881.1	M6
XM_067103886.1	M1
XM_067103888.1	M1
XM_067103889.1	M1
XM_067103892.1	M1
XM_067103893.1	M1
XM_067103901.1	M5
XM_067103902.1	M3
XM_067103903.1	M6
XM_067103904.1	M6
XM_067103905.1	M2
XM_067103908.1	M2
XM_067103921.1	M1
XM_067103922.1	M1
XM_067103939.1	M1
XM_067103947.1	M7
XM_067103949.1	M1
XM_067103950.1	M8
XM_067103953.1	M1
XM_067103955.1	M1
XM_067103957.1	M1
XM_067103961.1	M12
XM_067103962.1	M3
XM_067103963.1	M3
XM_067103965.1	M1
XM_067103977.1	M1
XM_067103978.1	M1
XM_067103981.1	M1
XM_067103986.1	M1
XM_067103988.1	M4
XM_067103989.1	M4
XM_067103990.1	M2
XM_067103991.1	M1
XM_067103997.1	M1
XM_067104001.1	M2
XM_067104002.1	M1
XM_067104003.1	M1
XM_067104005.1	M1
XM_067104006.1	M1
XM_067104007.1	M1
XM_067104008.1	M1
XM_067104012.1	M1
XM_067104019.1	M1
XM_067104043.1	M5
XM_067104047.1	M1
XM_067104048.1	M1
XM_067104049.1	M1
XM_067104051.1	M2
XM_067104053.1	M1
XM_067104066.1	M1
XM_067104067.1	M1
XM_067104074.1	M1
XM_067104082.1	M16
XM_067104086.1	M1
XM_067104087.1	M5
XM_067104089.1	M2
XM_067104094.1	M2
XM_067104095.1	M2
XM_067104096.1	M1
XM_067104097.1	M1
XM_067104100.1	M3
XM_067104101.1	M3
XM_067104102.1	M1
XM_067104103.1	M8
XM_067104104.1	M2
XM_067104105.1	M5
XM_067104109.1	M1
XM_067104110.1	M1
XM_067104111.1	M1
XM_067104115.1	M1
XM_067104116.1	M1
XM_067104121.1	M3
XM_067104127.1	M2
XM_067104128.1	M1
XM_067104129.1	M1
XM_067104138.1	M1
XM_067104139.1	M1
XM_067104140.1	M1
XM_067104142.1	M1
XM_067104145.1	M2
XM_067104147.1	M1
XM_067104152.1	M1
XM_067104154.1	M1
XM_067104155.1	M9
XM_067104156.1	M1
XM_067104159.1	M5
XM_067104160.1	M1
XM_067104162.1	M1
XM_067104163.1	M6
XM_067104164.1	M8
XM_067104166.1	M2
XM_067104167.1	M2
XM_067104168.1	M2
XM_067104170.1	M6
XM_067104171.1	M3
XM_067104174.1	M2
XM_067104179.1	M4
XM_067104181.1	M6
XM_067104190.1	M6
XM_067104192.1	M1
XM_067104193.1	M8
XM_067104195.1	M1
XM_067104196.1	M3
XM_067104197.1	M1
XM_067104199.1	M7
XM_067104207.1	M1
XM_067104208.1	M6
XM_067104210.1	M8
XM_067104212.1	M7
XM_067104215.1	M6
XM_067104216.1	M1
XM_067104217.1	M3
XM_067104218.1	M6
XM_067104219.1	M2
XM_067104220.1	M2
XM_067104221.1	M12
XM_067104222.1	M12
XM_067104224.1	M7
XM_067104225.1	M2
XM_067104226.1	M2
XM_067104227.1	M1
XM_067104230.1	M4
XM_067104231.1	M4
XM_067104232.1	M4
XM_067104233.1	M4
XM_067104240.1	M1
XM_067104242.1	M1
XM_067104245.1	M2
XM_067104252.1	M4
XM_067104257.1	M6
XM_067104258.1	M1
XM_067104259.1	M2
XM_067104261.1	M6
XM_067104262.1	M3
XM_067104264.1	M1
XM_067104266.1	M1
XM_067104270.1	M1
XM_067104272.1	M1
XM_067104298.1	M1
XM_067104299.1	M2
XM_067104306.1	M1
XM_067104310.1	M6
XM_067104311.1	M1
XM_067104315.1	M1
XM_067104321.1	M9
XM_067104323.1	M1
XM_067104324.1	M1
XM_067104325.1	M1
XM_067104326.1	M1
XM_067104328.1	M1
XM_067104329.1	M6
XM_067104330.1	M1
XM_067104331.1	M1
XM_067104333.1	M1
XM_067104334.1	M1
XM_067104336.1	M1
XM_067104337.1	M0
XM_067104338.1	M1
XM_067104341.1	M1
XM_067104346.1	M1
XM_067104347.1	M2
XM_067104348.1	M9
XM_067104349.1	M1
XM_067104350.1	M1
XM_067104351.1	M3
XM_067104354.1	M1
XM_067104355.1	M2
XM_067104358.1	M2
XM_067104359.1	M1
XM_067104361.1	M3
XM_067104362.1	M17
XM_067104363.1	M2
XM_067104364.1	M11
XM_067104370.1	M2
XM_067104376.1	M7
XM_067104378.1	M1
XM_067104379.1	M2
XM_067104380.1	M9
XM_067104383.1	M1
XM_067104385.1	M1
XM_067104391.1	M1
XM_067104392.1	M1
XM_067104393.1	M4
XM_067104394.1	M1
XM_067104397.1	M1
XM_067104398.1	M1
XM_067104399.1	M1
XM_067104400.1	M1
XM_067104401.1	M1
XM_067104411.1	M4
XM_067104416.1	M6
XM_067104417.1	M11
XM_067104418.1	M1
XM_067104422.1	M1
XM_067104423.1	M7
XM_067104424.1	M1
XM_067104425.1	M12
XM_067104428.1	M1
XM_067104429.1	M2
XM_067104433.1	M1
XM_067104445.1	M2
XM_067104449.1	M1
XM_067104450.1	M1
XM_067104453.1	M3
XM_067104454.1	M2
XM_067104455.1	M10
XM_067104465.1	M3
XM_067104468.1	M3
XM_067104469.1	M1
XM_067104476.1	M1
XM_067104483.1	M2
XM_067104484.1	M2
XM_067104489.1	M1
XM_067104491.1	M6
XM_067104492.1	M1
XM_067104493.1	M1
XM_067104496.1	M1
XM_067104497.1	M1
XM_067104498.1	M1
XM_067104499.1	M1
XM_067104504.1	M1
XM_067104509.1	M1
XM_067104511.1	M8
XM_067104516.1	M0
XM_067104518.1	M1
XM_067104521.1	M1
XM_067104524.1	M1
XM_067104526.1	M3
XM_067104530.1	M1
XM_067104531.1	M1
XM_067104532.1	M1
XM_067104535.1	M3
XM_067104537.1	M6
XM_067104540.1	M4
XM_067104541.1	M1
XM_067104550.1	M1
XM_067104566.1	M3
XM_067104568.1	M1
XM_067104569.1	M1
XM_067104577.1	M1
XM_067104583.1	M2
XM_067104589.1	M1
XM_067104598.1	M1
XM_067104600.1	M7
XM_067104610.1	M3
XM_067104632.1	M1
XM_067104635.1	M3
XM_067104637.1	M2
XM_067104639.1	M5
XM_067104644.1	M7
XM_067104655.1	M1
XM_067104660.1	M1
XM_067104672.1	M1
XM_067104677.1	M1
XM_067104682.1	M2
XM_067104684.1	M2
XM_067104694.1	M5
XM_067104695.1	M2
XM_067104698.1	M16
XM_067104699.1	M7
XM_067104706.1	M4
XM_067104713.1	M2
XM_067104725.1	M0
XM_067104740.1	M1
XM_067104741.1	M1
XM_067104742.1	M4
XM_067104744.1	M9
XM_067104746.1	M1
XM_067104753.1	M6
XM_067104768.1	M1
XM_067104772.1	M1
XM_067104776.1	M2
XM_067104777.1	M1
XM_067104778.1	M1
XM_067104785.1	M1
XM_067104789.1	M1
XM_067104791.1	M1
XM_067104793.1	M1
XM_067104794.1	M1
XM_067104795.1	M3
XM_067104796.1	M3
XM_067104799.1	M5
XM_067104801.1	M1
XM_067104802.1	M1
XM_067104804.1	M3
XM_067104805.1	M1
XM_067104806.1	M1
XM_067104814.1	M1
XM_067104816.1	M1
XM_067104819.1	M1
XM_067104821.1	M3
XM_067104822.1	M1
XM_067104825.1	M7
XM_067104826.1	M1
XM_067104828.1	M1
XM_067104829.1	M1
XM_067104830.1	M3
XM_067104831.1	M18
XM_067104833.1	M1
XM_067104834.1	M3
XM_067104835.1	M1
XM_067104836.1	M1
XM_067104837.1	M2
XM_067104838.1	M2
XM_067104839.1	M1
XM_067104840.1	M1
XM_067104842.1	M1
XM_067104843.1	M1
XM_067104844.1	M1
XM_067104845.1	M5
XM_067104846.1	M1
XM_067104850.1	M1
XM_067104851.1	M1
XM_067104860.1	M4
XM_067104863.1	M2
XM_067104864.1	M1
XM_067104869.1	M3
XM_067104870.1	M1
XM_067104872.1	M1
XM_067104876.1	M5
XM_067104878.1	M5
XM_067104881.1	M2
XM_067104882.1	M1
XM_067104883.1	M1
XM_067104889.1	M5
XM_067104893.1	M1
XM_067104894.1	M2
XM_067104896.1	M2
XM_067104897.1	M1
XM_067104898.1	M1
XM_067104899.1	M1
XM_067104901.1	M1
XM_067104910.1	M1
XM_067104913.1	M1
XM_067104916.1	M9
XM_067104921.1	M2
XM_067104927.1	M1
XM_067104928.1	M1
XM_067104930.1	M2
XM_067104931.1	M3
XM_067104936.1	M5
XM_067104937.1	M1
XM_067104938.1	M1
XM_067104939.1	M6
XM_067104942.1	M1
XM_067104943.1	M1
XM_067104944.1	M3
XM_067104949.1	M2
XM_067104950.1	M2
XM_067104952.1	M1
XM_067104953.1	M6
XM_067104954.1	M7
XM_067104958.1	M1
XM_067104965.1	M3
XM_067104966.1	M1
XM_067104968.1	M1
XM_067104970.1	M1
XM_067104971.1	M1
XM_067104972.1	M1
XM_067104973.1	M1
XM_067104974.1	M2
XM_067104975.1	M4
XM_067104977.1	M3
XM_067104978.1	M3
XM_067104979.1	M0
XM_067104980.1	M15
XM_067104981.1	M1
XM_067104982.1	M1
XM_067104983.1	M1
XM_067104986.1	M11
XM_067104988.1	M2
XM_067104991.1	M5
XM_067104994.1	M12
XM_067104995.1	M7
XM_067104996.1	M1
XM_067104997.1	M1
XM_067105003.1	M4
XM_067105004.1	M3
XM_067105005.1	M4
XM_067105009.1	M4
XM_067105011.1	M6
XM_067105013.1	M5
XM_067105018.1	M6
XM_067105022.1	M1
XM_067105023.1	M1
XM_067105027.1	M1
XM_067105030.1	M1
XM_067105035.1	M2
XM_067105036.1	M5
XM_067105037.1	M2
XM_067105044.1	M1
XM_067105046.1	M8
XM_067105048.1	M1
XM_067105050.1	M6
XM_067105051.1	M2
XM_067105055.1	M2
XM_067105056.1	M1
XM_067105057.1	M1
XM_067105058.1	M5
XM_067105060.1	M5
XM_067105065.1	M5
XM_067105068.1	M6
XM_067105070.1	M1
XM_067105072.1	M1
XM_067105075.1	M2
XM_067105076.1	M1
XM_067105095.1	M1
XM_067105097.1	M1
XM_067105098.1	M2
XM_067105099.1	M7
XM_067105114.1	M1
XM_067105131.1	M1
XM_067105133.1	M4
XM_067105136.1	M1
XM_067105141.1	M6
XM_067105142.1	M4
XM_067105143.1	M4
XM_067105144.1	M4
XM_067105146.1	M4
XM_067105147.1	M4
XM_067105149.1	M4
XM_067105157.1	M4
XM_067105159.1	M3
XM_067105167.1	M6
XM_067105169.1	M4
XM_067105173.1	M1
XM_067105175.1	M7
XM_067105176.1	M7
XM_067105177.1	M1
XM_067105179.1	M1
XM_067105182.1	M1
XM_067105183.1	M1
XM_067105184.1	M1
XM_067105185.1	M1
XM_067105188.1	M7
XM_067105189.1	M10
XM_067105190.1	M12
XM_067105192.1	M10
XM_067105194.1	M4
XM_067105196.1	M1
XM_067105199.1	M1
XM_067105201.1	M2
XM_067105202.1	M18
XM_067105203.1	M3
XM_067105209.1	M2
XM_067105210.1	M1
XM_067105213.1	M1
XM_067105219.1	M1
XM_067105236.1	M1
XM_067105237.1	M1
XM_067105242.1	M1
XM_067105243.1	M1
XM_067105245.1	M2
XM_067105249.1	M7
XM_067105250.1	M2
XM_067105259.1	M1
XM_067105261.1	M1
XM_067105263.1	M2
XM_067105264.1	M1
XM_067105265.1	M2
XM_067105266.1	M2
XM_067105267.1	M2
XM_067105268.1	M6
XM_067105271.1	M6
XM_067105272.1	M1
XM_067105273.1	M4
XM_067105281.1	M2
XM_067105283.1	M1
XM_067105285.1	M1
XM_067105291.1	M1
XM_067105292.1	M2
XM_067105293.1	M2
XM_067105297.1	M1
XM_067105299.1	M1
XM_067105301.1	M2
XM_067105302.1	M1
XM_067105329.1	M3
XM_067105345.1	M2
XM_067105348.1	M11
XM_067105351.1	M3
XM_067105354.1	M6
XM_067105355.1	M1
XM_067105356.1	M8
XM_067105357.1	M1
XM_067105358.1	M2
XM_067105359.1	M1
XM_067105371.1	M2
XM_067105372.1	M5
XM_067105373.1	M5
XM_067105376.1	M7
XM_067105377.1	M3
XM_067105379.1	M1
XM_067105380.1	M1
XM_067105381.1	M1
XM_067105391.1	M2
XM_067105392.1	M1
XM_067105395.1	M1
XM_067105396.1	M1
XM_067105397.1	M1
XM_067105398.1	M10
XM_067105405.1	M14
XM_067105407.1	M2
XM_067105410.1	M3
XM_067105411.1	M0
XM_067105412.1	M2
XM_067105417.1	M3
XM_067105420.1	M1
XM_067105421.1	M1
XM_067105437.1	M1
XM_067105440.1	M3
XM_067105453.1	M2
XM_067105461.1	M6
XM_067105463.1	M11
XM_067105466.1	M1
XM_067105469.1	M1
XM_067105473.1	M1
XM_067105475.1	M1
XM_067105476.1	M1
XM_067105477.1	M10
XM_067105481.1	M5
XM_067105483.1	M4
XM_067105485.1	M6
XM_067105492.1	M1
XM_067105493.1	M1
XM_067105498.1	M7
XM_067105500.1	M3
XM_067105502.1	M1
XM_067105505.1	M8
XM_067105506.1	M3
XM_067105508.1	M1
XM_067105514.1	M2
XM_067105517.1	M7
XM_067105519.1	M1
XM_067105521.1	M1
XM_067105524.1	M4
XM_067105566.1	M1
XM_067105568.1	M1
XM_067105572.1	M1
XM_067105573.1	M1
XM_067105575.1	M8
XM_067105577.1	M2
XM_067105581.1	M3
XM_067105583.1	M1
XM_067105589.1	M1
XM_067105603.1	M2
XM_067105612.1	M2
XM_067105627.1	M2
XM_067105628.1	M4
XM_067105629.1	M4
XM_067105631.1	M1
XM_067105632.1	M2
XM_067105633.1	M2
XM_067105634.1	M2
XM_067105635.1	M1
XM_067105638.1	M1
XM_067105641.1	M2
XM_067105642.1	M2
XM_067105644.1	M3
XM_067105663.1	M2
XM_067105678.1	M1
XM_067105681.1	M2
XM_067105694.1	M1
XM_067105696.1	M1
XM_067105698.1	M1
XM_067105699.1	M3
XM_067105701.1	M4
XM_067105705.1	M4
XM_067105735.1	M3
XM_067105736.1	M0
XM_067105738.1	M12
XM_067105739.1	M1
XM_067105744.1	M12
XM_067105746.1	M7
XM_067105748.1	M1
XM_067105756.1	M1
XM_067105757.1	M1
XM_067105758.1	M1
XM_067105759.1	M1
XM_067105760.1	M1
XM_067105761.1	M0
XM_067105767.1	M8
XM_067105768.1	M2
XM_067105775.1	M1
XM_067105776.1	M1
XM_067105777.1	M6
XM_067105778.1	M1
XM_067105780.1	M15
XM_067105787.1	M3
XM_067105792.1	M1
XM_067105795.1	M1
XM_067105803.1	M3
XM_067105804.1	M2
XM_067105805.1	M1
XM_067105809.1	M1
XM_067105811.1	M6
XM_067105812.1	M6
XM_067105815.1	M5
XM_067105816.1	M1
XM_067105824.1	M2
XM_067105828.1	M6
XM_067105829.1	M2
XM_067105830.1	M6
XM_067105833.1	M1
XM_067105835.1	M12
XM_067105836.1	M2
XM_067105837.1	M2
XM_067105838.1	M9
XM_067105851.1	M2
XM_067105853.1	M2
XM_067105854.1	M1
XM_067105864.1	M5
XM_067105865.1	M1
XM_067105869.1	M2
XM_067105871.1	M17
XM_067105872.1	M2
XM_067105873.1	M1
XM_067105875.1	M1
XM_067105876.1	M1
XM_067105877.1	M1
XM_067105878.1	M1
XM_067105881.1	M4
XM_067105892.1	M1
XM_067105898.1	M1
XM_067105899.1	M1
XM_067105907.1	M1
XM_067105908.1	M1
XM_067105914.1	M1
XM_067105917.1	M2
XM_067105918.1	M7
XM_067105927.1	M2
XM_067105939.1	M2
XM_067105942.1	M4
XM_067105949.1	M2
XM_067105951.1	M2
XM_067105952.1	M1
XM_067105953.1	M4
XM_067105957.1	M1
XM_067105959.1	M2
XM_067105960.1	M1
XM_067105963.1	M6
XM_067105972.1	M6
XM_067105973.1	M1
XM_067105975.1	M2
XM_067105976.1	M2
XM_067105977.1	M13
XM_067105982.1	M1
XM_067105987.1	M3
XM_067105988.1	M6
XM_067105995.1	M1
XM_067105996.1	M1
XM_067105998.1	M1
XM_067106000.1	M1
XM_067106005.1	M2
XM_067106006.1	M3
XM_067106009.1	M1
XM_067106014.1	M1
XM_067106104.1	M1
XM_067106120.1	M6
XM_067106131.1	M2
XM_067106140.1	M2
XM_067106143.1	M1
XM_067106149.1	M1
XM_067106151.1	M6
XM_067106156.1	M3
XM_067106159.1	M1
XM_067106210.1	M1
XM_067106229.1	M1
XM_067106234.1	M14
XM_067106238.1	M1
XM_067106239.1	M1
XM_067106243.1	M1
XM_067106255.1	M17
XM_067106257.1	M4
XM_067106258.1	M4
XM_067106260.1	M4
XM_067106264.1	M10
XM_067106265.1	M1
XM_067106271.1	M13
XM_067106274.1	M1
XM_067106275.1	M6
XM_067106276.1	M1
XM_067106281.1	M2
XM_067106286.1	M1
XM_067106291.1	M1
XM_067106292.1	M1
XM_067106295.1	M5
XM_067106297.1	M1
XM_067106298.1	M1
XM_067106299.1	M4
XM_067106302.1	M4
XM_067106306.1	M1
XM_067106311.1	M5
XM_067106313.1	M4
XM_067106314.1	M5
XM_067106316.1	M12
XM_067106327.1	M3
XM_067106328.1	M9
XM_067106332.1	M1
XM_067106350.1	M1
XM_067106355.1	M1
XM_067106357.1	M1
XM_067106360.1	M1
XM_067106361.1	M1
XM_067106363.1	M1
XM_067106375.1	M1
XM_067106384.1	M1
XM_067106385.1	M7
XM_067106386.1	M2
XM_067106403.1	M1
XM_067106405.1	M1
XM_067106407.1	M2
XM_067106417.1	M1
XM_067106454.1	M1
XM_067106455.1	M8
XM_067106456.1	M1
XM_067106457.1	M1
XM_067106458.1	M3
XM_067106461.1	M1
XM_067106463.1	M1
XM_067106467.1	M4
XM_067106478.1	M1
XM_067106479.1	M1
XM_067106480.1	M6
XM_067106481.1	M4
XM_067106484.1	M4
XM_067106485.1	M4
XM_067106489.1	M1
XM_067106499.1	M1
XM_067106504.1	M6
XM_067106508.1	M1
XM_067106509.1	M5
XM_067106512.1	M3
XM_067106522.1	M10
XM_067106523.1	M1
XM_067106524.1	M1
XM_067106528.1	M1
XM_067106538.1	M2
XM_067106543.1	M4
XM_067106544.1	M11
XM_067106549.1	M4
XM_067106550.1	M1
XM_067106552.1	M1
XM_067106553.1	M1
XM_067106555.1	M2
XM_067106560.1	M1
XM_067106561.1	M1
XM_067106567.1	M1
XM_067106569.1	M1
XM_067106574.1	M1
XM_067106580.1	M1
XM_067106587.1	M1
XM_067106588.1	M1
XM_067106589.1	M1
XM_067106590.1	M1
XM_067106591.1	M1
XM_067106592.1	M5
XM_067106595.1	M1
XM_067106596.1	M2
XM_067106601.1	M3
XM_067106610.1	M1
XM_067106611.1	M1
XM_067106614.1	M14
XM_067106639.1	M1
XM_067106644.1	M4
XM_067106645.1	M5
XM_067106646.1	M2
XM_067106651.1	M13
XM_067106656.1	M3
XM_067106657.1	M6
XM_067106665.1	M1
XM_067106666.1	M1
XM_067106667.1	M1
XM_067106670.1	M4
XM_067106673.1	M4
XM_067106674.1	M1
XM_067106675.1	M1
XM_067106676.1	M1
XM_067106677.1	M1
XM_067106679.1	M2
XM_067106682.1	M1
XM_067106683.1	M1
XM_067106687.1	M5
XM_067106689.1	M1
XM_067106690.1	M1
XM_067106694.1	M1
XM_067106695.1	M1
XM_067106701.1	M1
XM_067106704.1	M1
XM_067106705.1	M8
XM_067106707.1	M1
XM_067106717.1	M3
XM_067106721.1	M1
XM_067106731.1	M1
XM_067106738.1	M1
XM_067106755.1	M5
XM_067106756.1	M5
XM_067106757.1	M1
XM_067106763.1	M2
XM_067106765.1	M1
XM_067106769.1	M1
XM_067106772.1	M5
XM_067106773.1	M1
XM_067106774.1	M5
XM_067106812.1	M5
XM_067106814.1	M3
XM_067106815.1	M2
XM_067106816.1	M2
XM_067106817.1	M2
XM_067106818.1	M2
XM_067106819.1	M2
XM_067106820.1	M2
XM_067106822.1	M0
XM_067106830.1	M6
XM_067106832.1	M4
XM_067106839.1	M2
XM_067106840.1	M1
XM_067106846.1	M1
XM_067106848.1	M1
XM_067106852.1	M6
XM_067106855.1	M1
XM_067106864.1	M1
XM_067106866.1	M8
XM_067106867.1	M0
XM_067106877.1	M1
XM_067106882.1	M1
XM_067106883.1	M6
XM_067106885.1	M4
XM_067106886.1	M8
XM_067106888.1	M2
XM_067106889.1	M1
XM_067106890.1	M5
XM_067106893.1	M5
XM_067106898.1	M4
XM_067106911.1	M1
XM_067106913.1	M1
XM_067106917.1	M1
XM_067106921.1	M6
XM_067106923.1	M3
XM_067106924.1	M1
XM_067106950.1	M2
XM_067106951.1	M6
XM_067106952.1	M1
XM_067106954.1	M1
XM_067106955.1	M1
XM_067106958.1	M5
XM_067106959.1	M11
XM_067106960.1	M1
XM_067106961.1	M1
XM_067106962.1	M5
XM_067106963.1	M2
XM_067106964.1	M2
XM_067106975.1	M3
XM_067106976.1	M8
XM_067106977.1	M11
XM_067106979.1	M2
XM_067106980.1	M2
XM_067106982.1	M3
XM_067106983.1	M1
XM_067106984.1	M1
XM_067106991.1	M2
XM_067106993.1	M2
XM_067106997.1	M1
XM_067107002.1	M1
XM_067107010.1	M6
XM_067107011.1	M6
XM_067107016.1	M11
XM_067107018.1	M1
XM_067107019.1	M1
XM_067107020.1	M1
XM_067107022.1	M1
XM_067107025.1	M1
XM_067107026.1	M3
XM_067107027.1	M3
XM_067107029.1	M2
XM_067107033.1	M1
XM_067107034.1	M1
XM_067107036.1	M3
XM_067107044.1	M3
XM_067107065.1	M1
XM_067107067.1	M1
XM_067107086.1	M3
XM_067107087.1	M1
XM_067107103.1	M1
XM_067107105.1	M5
XM_067107108.1	M8
XM_067107115.1	M5
XM_067107137.1	M4
XM_067107144.1	M1
XM_067107147.1	M1
XM_067107152.1	M1
XM_067107171.1	M2
XM_067107172.1	M7
XM_067107176.1	M2
XM_067107180.1	M2
XM_067107184.1	M1
XM_067107185.1	M1
XM_067107187.1	M0
XM_067107189.1	M5
XM_067107190.1	M3
XM_067107197.1	M3
XM_067107200.1	M3
XM_067107205.1	M1
XM_067107206.1	M1
XM_067107226.1	M1
XM_067107228.1	M1
XM_067107229.1	M1
XM_067107230.1	M2
XM_067107232.1	M1
XM_067107233.1	M2
XM_067107239.1	M4
