gene	module
XM_067097800.1	M1
XM_067097802.1	M1
XM_067097813.1	M1
XM_067097816.1	M2
XM_067097818.1	M2
XM_067097821.1	M1
XM_067097825.1	M2
XM_067097834.1	M1
XM_067097841.1	M1
XM_067097842.1	M1
XM_067097844.1	M1
XM_067097845.1	M1
XM_067097846.1	M1
XM_067097847.1	M1
XM_067097851.1	M1
XM_067097852.1	M8
XM_067097853.1	M1
XM_067097854.1	M1
XM_067097863.1	M11
XM_067097865.1	M1
XM_067097875.1	M2
XM_067097885.1	M5
XM_067097909.1	M1
XM_067097910.1	M1
XM_067097911.1	M1
XM_067097916.1	M1
XM_067097921.1	M6
XM_067097950.1	M4
XM_067097954.1	M10
XM_067097955.1	M10
XM_067097956.1	M4
XM_067097957.1	M6
XM_067097959.1	M6
XM_067097960.1	M6
XM_067097963.1	M1
XM_067097965.1	M1
XM_067097966.1	M5
XM_067097976.1	M4
XM_067097978.1	M13
XM_067097979.1	M1
XM_067097983.1	M3
XM_067097985.1	M2
XM_067097986.1	M2
XM_067097989.1	M1
XM_067097990.1	M1
XM_067097991.1	M1
XM_067097992.1	M1
XM_067097993.1	M1
XM_067097995.1	M1
XM_067097996.1	M7
XM_067097997.1	M1
XM_067098003.1	M1
XM_067098014.1	M1
XM_067098015.1	M2
XM_067098017.1	M1
XM_067098021.1	M1
XM_067098036.1	M1
XM_067098037.1	M5
XM_067098038.1	M1
XM_067098040.1	M8
XM_067098041.1	M0
XM_067098044.1	M4
XM_067098047.1	M1
XM_067098051.1	M3
XM_067098052.1	M1
XM_067098053.1	M1
XM_067098055.1	M1
XM_067098056.1	M1
XM_067098057.1	M1
XM_067098081.1	M1
XM_067098088.1	M1
XM_067098089.1	M1
XM_067098091.1	M1
XM_067098107.1	M1
XM_067098108.1	M8
XM_067098109.1	M9
XM_067098114.1	M2
XM_067098118.1	M1
XM_067098120.1	M4
XM_067098124.1	M1
XM_067098136.1	M1
XM_067098139.1	M6
XM_067098145.1	M6
XM_067098146.1	M2
XM_067098150.1	M1
XM_067098151.1	M3
XM_067098153.1	M1
XM_067098154.1	M3
XM_067098158.1	M2
XM_067098159.1	M7
XM_067098161.1	M12
XM_067098165.1	M2
XM_067098166.1	M2
XM_067098167.1	M3
XM_067098168.1	M1
XM_067098173.1	M2
XM_067098174.1	M7
XM_067098175.1	M9
XM_067098176.1	M1
XM_067098178.1	M2
XM_067098198.1	M2
XM_067098233.1	M1
XM_067098234.1	M4
XM_067098236.1	M1
XM_067098243.1	M1
XM_067098244.1	M2
XM_067098246.1	M1
XM_067098247.1	M1
XM_067098249.1	M3
XM_067098250.1	M2
XM_067098255.1	M1
XM_067098260.1	M1
XM_067098266.1	M1
XM_067098270.1	M2
XM_067098275.1	M3
XM_067098276.1	M8
XM_067098277.1	M2
XM_067098278.1	M1
XM_067098279.1	M1
XM_067098283.1	M4
XM_067098284.1	M4
XM_067098310.1	M2
XM_067098324.1	M2
XM_067098327.1	M3
XM_067098337.1	M3
XM_067098345.1	M1
XM_067098353.1	M2
XM_067098358.1	M1
XM_067098360.1	M1
XM_067098365.1	M3
XM_067098366.1	M1
XM_067098367.1	M5
XM_067098368.1	M2
XM_067098370.1	M6
XM_067098374.1	M13
XM_067098376.1	M7
XM_067098378.1	M4
XM_067098379.1	M6
XM_067098382.1	M1
XM_067098383.1	M1
XM_067098384.1	M12
XM_067098387.1	M2
XM_067098396.1	M1
XM_067098397.1	M1
XM_067098398.1	M2
XM_067098400.1	M5
XM_067098403.1	M5
XM_067098404.1	M1
XM_067098405.1	M7
XM_067098411.1	M1
XM_067098414.1	M5
XM_067098417.1	M2
XM_067098423.1	M1
XM_067098429.1	M1
XM_067098431.1	M4
XM_067098433.1	M4
XM_067098438.1	M9
XM_067098450.1	M4
XM_067098452.1	M1
XM_067098455.1	M6
XM_067098457.1	M1
XM_067098458.1	M4
XM_067098459.1	M1
XM_067098460.1	M2
XM_067098461.1	M1
XM_067098462.1	M4
XM_067098464.1	M1
XM_067098465.1	M4
XM_067098467.1	M2
XM_067098474.1	M1
XM_067098475.1	M1
XM_067098478.1	M2
XM_067098483.1	M1
XM_067098484.1	M1
XM_067098487.1	M1
XM_067098488.1	M1
XM_067098491.1	M2
XM_067098492.1	M2
XM_067098493.1	M6
XM_067098501.1	M3
XM_067098502.1	M1
XM_067098503.1	M1
XM_067098504.1	M1
XM_067098509.1	M8
XM_067098515.1	M1
XM_067098517.1	M2
XM_067098519.1	M1
XM_067098533.1	M7
XM_067098534.1	M1
XM_067098537.1	M4
XM_067098538.1	M1
XM_067098539.1	M1
XM_067098542.1	M1
XM_067098543.1	M1
XM_067098545.1	M1
XM_067098548.1	M1
XM_067098558.1	M1
XM_067098559.1	M1
XM_067098571.1	M1
XM_067098574.1	M3
XM_067098575.1	M1
XM_067098576.1	M1
XM_067098590.1	M1
XM_067098591.1	M5
XM_067098593.1	M1
XM_067098601.1	M2
XM_067098604.1	M1
XM_067098605.1	M11
XM_067098606.1	M5
XM_067098607.1	M3
XM_067098608.1	M4
XM_067098609.1	M1
XM_067098610.1	M2
XM_067098613.1	M4
XM_067098614.1	M5
XM_067098615.1	M4
XM_067098616.1	M1
XM_067098617.1	M2
XM_067098619.1	M2
XM_067098620.1	M2
XM_067098621.1	M2
XM_067098622.1	M1
XM_067098630.1	M2
XM_067098631.1	M1
XM_067098636.1	M1
XM_067098640.1	M1
XM_067098646.1	M2
XM_067098649.1	M6
XM_067098654.1	M1
XM_067098661.1	M1
XM_067098662.1	M2
XM_067098665.1	M2
XM_067098668.1	M2
XM_067098685.1	M2
XM_067098697.1	M1
XM_067098705.1	M3
XM_067098708.1	M6
XM_067098714.1	M1
XM_067098715.1	M2
XM_067098716.1	M4
XM_067098726.1	M6
XM_067098727.1	M2
XM_067098728.1	M2
XM_067098735.1	M1
XM_067098736.1	M1
XM_067098737.1	M1
XM_067098741.1	M2
XM_067098746.1	M1
XM_067098759.1	M2
XM_067098760.1	M1
XM_067098761.1	M2
XM_067098763.1	M2
XM_067098764.1	M7
XM_067098766.1	M13
XM_067098772.1	M3
XM_067098774.1	M1
XM_067098779.1	M1
XM_067098780.1	M3
XM_067098797.1	M1
XM_067098798.1	M2
XM_067098802.1	M2
XM_067098803.1	M8
XM_067098814.1	M1
XM_067098817.1	M1
XM_067098820.1	M1
XM_067098823.1	M1
XM_067098829.1	M1
XM_067098833.1	M3
XM_067098837.1	M1
XM_067098840.1	M1
XM_067098851.1	M6
XM_067098856.1	M4
XM_067098864.1	M2
XM_067098865.1	M1
XM_067098869.1	M1
XM_067098870.1	M1
XM_067098871.1	M1
XM_067098882.1	M1
XM_067098884.1	M4
XM_067098886.1	M2
XM_067098887.1	M1
XM_067098889.1	M15
XM_067098896.1	M1
XM_067098898.1	M1
XM_067098899.1	M1
XM_067098902.1	M1
XM_067098904.1	M1
XM_067098905.1	M1
XM_067098908.1	M2
XM_067098910.1	M1
XM_067098911.1	M1
XM_067098914.1	M1
XM_067098917.1	M1
XM_067098918.1	M1
XM_067098927.1	M6
XM_067098946.1	M1
XM_067098949.1	M5
XM_067098975.1	M1
XM_067098979.1	M13
XM_067098980.1	M2
XM_067098981.1	M2
XM_067098982.1	M1
XM_067098983.1	M2
XM_067098984.1	M2
XM_067098985.1	M2
XM_067098989.1	M2
XM_067098993.1	M2
XM_067098995.1	M4
XM_067098998.1	M1
XM_067098999.1	M1
XM_067099007.1	M1
XM_067099008.1	M1
XM_067099009.1	M3
XM_067099021.1	M2
XM_067099023.1	M1
XM_067099026.1	M3
XM_067099033.1	M1
XM_067099039.1	M4
XM_067099042.1	M2
XM_067099047.1	M1
XM_067099049.1	M1
XM_067099053.1	M3
XM_067099055.1	M9
XM_067099067.1	M1
XM_067099072.1	M8
XM_067099073.1	M1
XM_067099079.1	M1
XM_067099089.1	M1
XM_067099097.1	M8
XM_067099100.1	M8
XM_067099101.1	M4
XM_067099102.1	M1
XM_067099105.1	M1
XM_067099106.1	M2
XM_067099108.1	M4
XM_067099109.1	M4
XM_067099111.1	M2
XM_067099114.1	M1
XM_067099142.1	M5
XM_067099155.1	M1
XM_067099156.1	M8
XM_067099157.1	M3
XM_067099158.1	M2
XM_067099159.1	M6
XM_067099160.1	M4
XM_067099161.1	M8
XM_067099162.1	M0
XM_067099163.1	M1
XM_067099164.1	M5
XM_067099166.1	M1
XM_067099168.1	M1
XM_067099171.1	M1
XM_067099174.1	M1
XM_067099181.1	M1
XM_067099182.1	M2
XM_067099183.1	M14
XM_067099185.1	M4
XM_067099186.1	M10
XM_067099190.1	M10
XM_067099194.1	M1
XM_067099196.1	M4
XM_067099199.1	M0
XM_067099201.1	M0
XM_067099204.1	M2
XM_067099207.1	M1
XM_067099208.1	M3
XM_067099221.1	M1
XM_067099222.1	M1
XM_067099225.1	M5
XM_067099234.1	M1
XM_067099235.1	M4
XM_067099236.1	M0
XM_067099240.1	M5
XM_067099241.1	M5
XM_067099242.1	M5
XM_067099243.1	M1
XM_067099244.1	M1
XM_067099251.1	M1
XM_067099252.1	M1
XM_067099254.1	M1
XM_067099262.1	M6
XM_067099265.1	M17
XM_067099271.1	M6
XM_067099274.1	M6
XM_067099277.1	M1
XM_067099290.1	M4
XM_067099292.1	M4
XM_067099293.1	M1
XM_067099294.1	M1
XM_067099297.1	M2
XM_067099298.1	M2
XM_067099299.1	M2
XM_067099300.1	M2
XM_067099302.1	M2
XM_067099305.1	M3
XM_067099337.1	M8
XM_067099342.1	M1
XM_067099349.1	M1
XM_067099351.1	M1
XM_067099352.1	M9
XM_067099353.1	M1
XM_067099354.1	M4
XM_067099355.1	M3
XM_067099356.1	M1
XM_067099371.1	M1
XM_067099374.1	M2
XM_067099375.1	M1
XM_067099382.1	M1
XM_067099384.1	M1
XM_067099385.1	M2
XM_067099386.1	M2
XM_067099387.1	M1
XM_067099388.1	M7
XM_067099390.1	M4
XM_067099391.1	M4
XM_067099392.1	M1
XM_067099395.1	M1
XM_067099396.1	M1
XM_067099397.1	M2
XM_067099402.1	M2
XM_067099407.1	M2
XM_067099408.1	M2
XM_067099413.1	M0
XM_067099421.1	M2
XM_067099423.1	M1
XM_067099424.1	M2
XM_067099425.1	M4
XM_067099426.1	M2
XM_067099432.1	M1
XM_067099433.1	M1
XM_067099435.1	M1
XM_067099436.1	M6
XM_067099437.1	M5
XM_067099439.1	M2
XM_067099440.1	M2
XM_067099441.1	M7
XM_067099444.1	M2
XM_067099445.1	M7
XM_067099459.1	M2
XM_067099460.1	M2
XM_067099461.1	M1
XM_067099462.1	M1
XM_067099464.1	M1
XM_067099469.1	M1
XM_067099470.1	M2
XM_067099471.1	M7
XM_067099472.1	M2
XM_067099473.1	M7
XM_067099478.1	M1
XM_067099480.1	M6
XM_067099497.1	M3
XM_067099498.1	M2
XM_067099499.1	M2
XM_067099509.1	M1
XM_067099510.1	M1
XM_067099511.1	M2
XM_067099512.1	M14
XM_067099525.1	M1
XM_067099530.1	M3
XM_067099531.1	M1
XM_067099533.1	M2
XM_067099539.1	M7
XM_067099560.1	M6
XM_067099564.1	M5
XM_067099572.1	M1
XM_067099578.1	M2
XM_067099582.1	M6
XM_067099594.1	M6
XM_067099601.1	M1
XM_067099611.1	M2
XM_067099615.1	M1
XM_067099619.1	M3
XM_067099620.1	M1
XM_067099621.1	M2
XM_067099633.1	M3
XM_067099634.1	M3
XM_067099639.1	M3
XM_067099642.1	M1
XM_067099655.1	M1
XM_067099658.1	M2
XM_067099669.1	M1
XM_067099671.1	M4
XM_067099679.1	M3
XM_067099680.1	M1
XM_067099703.1	M3
XM_067099706.1	M5
XM_067099708.1	M1
XM_067099709.1	M7
XM_067099710.1	M2
XM_067099712.1	M1
XM_067099724.1	M2
XM_067099726.1	M1
XM_067099728.1	M1
XM_067099734.1	M4
XM_067099737.1	M1
XM_067099738.1	M2
XM_067099739.1	M2
XM_067099747.1	M3
XM_067099752.1	M2
XM_067099756.1	M0
XM_067099768.1	M8
XM_067099769.1	M1
XM_067099776.1	M1
XM_067099778.1	M1
XM_067099796.1	M13
XM_067099797.1	M1
XM_067099800.1	M1
XM_067099801.1	M1
XM_067099803.1	M1
XM_067099804.1	M1
XM_067099805.1	M1
XM_067099807.1	M2
XM_067099813.1	M1
XM_067099828.1	M1
XM_067099829.1	M1
XM_067099833.1	M1
XM_067099834.1	M3
XM_067099845.1	M4
XM_067099852.1	M3
XM_067099853.1	M7
XM_067099854.1	M4
XM_067099863.1	M3
XM_067099864.1	M1
XM_067099874.1	M2
XM_067099875.1	M2
XM_067099882.1	M1
XM_067099887.1	M4
XM_067099895.1	M2
XM_067099902.1	M4
XM_067099903.1	M12
XM_067099904.1	M10
XM_067099910.1	M1
XM_067099920.1	M1
XM_067099922.1	M1
XM_067099926.1	M2
XM_067099934.1	M2
XM_067099936.1	M5
XM_067099939.1	M10
XM_067099941.1	M1
XM_067099942.1	M1
XM_067099946.1	M1
XM_067099947.1	M1
XM_067099954.1	M1
XM_067099955.1	M1
XM_067099956.1	M1
XM_067099959.1	M2
XM_067099986.1	M1
XM_067099987.1	M4
XM_067099990.1	M1
XM_067099991.1	M1
XM_067099996.1	M2
XM_067099997.1	M9
XM_067099998.1	M8
XM_067100006.1	M1
XM_067100023.1	M1
XM_067100029.1	M1
XM_067100031.1	M2
XM_067100033.1	M1
XM_067100041.1	M2
XM_067100047.1	M6
XM_067100048.1	M1
XM_067100053.1	M3
XM_067100055.1	M1
XM_067100060.1	M1
XM_067100062.1	M11
XM_067100066.1	M1
XM_067100072.1	M2
XM_067100079.1	M2
XM_067100080.1	M2
XM_067100081.1	M2
XM_067100082.1	M2
XM_067100086.1	M6
XM_067100089.1	M6
XM_067100093.1	M1
XM_067100101.1	M1
XM_067100102.1	M2
XM_067100106.1	M1
XM_067100110.1	M1
XM_067100111.1	M8
XM_067100113.1	M1
XM_067100114.1	M4
XM_067100115.1	M1
XM_067100123.1	M2
XM_067100125.1	M2
XM_067100128.1	M1
XM_067100130.1	M8
XM_067100132.1	M1
XM_067100133.1	M6
XM_067100141.1	M4
XM_067100160.1	M3
XM_067100164.1	M1
XM_067100175.1	M1
XM_067100181.1	M1
XM_067100197.1	M2
XM_067100202.1	M1
XM_067100209.1	M1
XM_067100236.1	M1
XM_067100240.1	M1
XM_067100248.1	M1
XM_067100250.1	M1
XM_067100260.1	M1
XM_067100261.1	M1
XM_067100267.1	M1
XM_067100269.1	M1
XM_067100271.1	M1
XM_067100272.1	M6
XM_067100274.1	M1
XM_067100276.1	M1
XM_067100279.1	M7
XM_067100280.1	M1
XM_067100289.1	M1
XM_067100291.1	M6
XM_067100295.1	M1
XM_067100299.1	M1
XM_067100305.1	M1
XM_067100306.1	M7
XM_067100309.1	M1
XM_067100312.1	M1
XM_067100318.1	M1
XM_067100319.1	M1
XM_067100320.1	M1
XM_067100329.1	M2
XM_067100330.1	M2
XM_067100331.1	M2
XM_067100333.1	M2
XM_067100337.1	M1
XM_067100338.1	M1
XM_067100346.1	M1
XM_067100347.1	M1
XM_067100354.1	M3
XM_067100363.1	M1
XM_067100365.1	M2
XM_067100366.1	M13
XM_067100367.1	M8
XM_067100371.1	M2
XM_067100374.1	M2
XM_067100384.1	M2
XM_067100388.1	M2
XM_067100391.1	M2
XM_067100393.1	M2
XM_067100404.1	M7
XM_067100410.1	M1
XM_067100412.1	M3
XM_067100413.1	M1
XM_067100414.1	M1
XM_067100416.1	M6
XM_067100418.1	M4
XM_067100419.1	M2
XM_067100423.1	M1
XM_067100426.1	M14
XM_067100428.1	M3
XM_067100438.1	M1
XM_067100443.1	M3
XM_067100476.1	M3
XM_067100481.1	M11
XM_067100482.1	M1
XM_067100490.1	M1
XM_067100497.1	M1
XM_067100501.1	M2
XM_067100502.1	M1
XM_067100503.1	M1
XM_067100504.1	M1
XM_067100505.1	M1
XM_067100511.1	M1
XM_067100512.1	M1
XM_067100513.1	M1
XM_067100515.1	M1
XM_067100521.1	M4
XM_067100522.1	M2
XM_067100523.1	M4
XM_067100527.1	M2
XM_067100533.1	M1
XM_067100534.1	M2
XM_067100535.1	M1
XM_067100537.1	M1
XM_067100538.1	M4
XM_067100539.1	M4
XM_067100546.1	M1
XM_067100548.1	M1
XM_067100549.1	M1
XM_067100551.1	M1
XM_067100552.1	M5
XM_067100555.1	M1
XM_067100556.1	M1
XM_067100561.1	M4
XM_067100562.1	M6
XM_067100569.1	M2
XM_067100574.1	M3
XM_067100575.1	M1
XM_067100576.1	M3
XM_067100578.1	M1
XM_067100583.1	M4
XM_067100584.1	M6
XM_067100586.1	M1
XM_067100587.1	M5
XM_067100589.1	M1
XM_067100590.1	M1
XM_067100591.1	M1
XM_067100593.1	M1
XM_067100594.1	M5
XM_067100596.1	M1
XM_067100597.1	M1
XM_067100598.1	M1
XM_067100600.1	M16
XM_067100613.1	M2
XM_067100615.1	M1
XM_067100619.1	M6
XM_067100620.1	M4
XM_067100622.1	M1
XM_067100623.1	M3
XM_067100633.1	M1
XM_067100634.1	M1
XM_067100639.1	M7
XM_067100640.1	M7
XM_067100641.1	M2
XM_067100642.1	M2
XM_067100643.1	M1
XM_067100644.1	M1
XM_067100646.1	M5
XM_067100647.1	M5
XM_067100650.1	M1
XM_067100657.1	M8
XM_067100659.1	M9
XM_067100662.1	M1
XM_067100664.1	M3
XM_067100667.1	M4
XM_067100671.1	M1
XM_067100673.1	M1
XM_067100675.1	M1
XM_067100691.1	M1
XM_067100709.1	M6
XM_067100712.1	M1
XM_067100716.1	M17
XM_067100725.1	M3
XM_067100736.1	M3
XM_067100738.1	M8
XM_067100740.1	M1
XM_067100741.1	M1
XM_067100742.1	M3
XM_067100744.1	M1
XM_067100745.1	M1
XM_067100747.1	M1
XM_067100775.1	M4
XM_067100789.1	M6
XM_067100791.1	M0
XM_067100793.1	M1
XM_067100806.1	M4
XM_067100809.1	M1
XM_067100811.1	M1
XM_067100813.1	M7
XM_067100814.1	M6
XM_067100816.1	M1
XM_067100817.1	M1
XM_067100818.1	M1
XM_067100819.1	M1
XM_067100821.1	M1
XM_067100824.1	M1
XM_067100825.1	M4
XM_067100840.1	M6
XM_067100845.1	M1
XM_067100847.1	M11
XM_067100850.1	M7
XM_067100851.1	M7
XM_067100860.1	M1
XM_067100867.1	M2
XM_067100869.1	M1
XM_067100870.1	M1
XM_067100877.1	M1
XM_067100878.1	M1
XM_067100884.1	M7
XM_067100889.1	M1
XM_067100890.1	M1
XM_067100891.1	M1
XM_067100893.1	M1
XM_067100894.1	M9
XM_067100898.1	M7
XM_067100904.1	M2
XM_067100948.1	M4
XM_067100958.1	M1
XM_067100962.1	M2
XM_067100963.1	M2
XM_067100975.1	M9
XM_067100979.1	M1
XM_067100980.1	M6
XM_067100983.1	M1
XM_067100992.1	M2
XM_067100995.1	M4
XM_067100998.1	M8
XM_067101011.1	M2
XM_067101012.1	M1
XM_067101013.1	M6
XM_067101018.1	M1
XM_067101019.1	M1
XM_067101022.1	M2
XM_067101023.1	M2
XM_067101026.1	M1
XM_067101029.1	M1
XM_067101030.1	M1
XM_067101032.1	M2
XM_067101034.1	M1
XM_067101035.1	M4
XM_067101036.1	M4
XM_067101037.1	M2
XM_067101043.1	M1
XM_067101045.1	M1
XM_067101046.1	M1
XM_067101047.1	M2
XM_067101054.1	M3
XM_067101066.1	M9
XM_067101074.1	M10
XM_067101075.1	M1
XM_067101083.1	M2
XM_067101084.1	M6
XM_067101088.1	M2
XM_067101104.1	M1
XM_067101105.1	M11
XM_067101107.1	M2
XM_067101108.1	M4
XM_067101111.1	M1
XM_067101112.1	M1
XM_067101117.1	M1
XM_067101125.1	M1
XM_067101127.1	M1
XM_067101128.1	M1
XM_067101129.1	M1
XM_067101130.1	M4
XM_067101137.1	M1
XM_067101140.1	M1
XM_067101141.1	M1
XM_067101142.1	M1
XM_067101143.1	M2
XM_067101145.1	M5
XM_067101148.1	M2
XM_067101149.1	M1
XM_067101151.1	M1
XM_067101152.1	M1
XM_067101155.1	M2
XM_067101157.1	M7
XM_067101158.1	M1
XM_067101159.1	M1
XM_067101169.1	M5
XM_067101178.1	M2
XM_067101180.1	M2
XM_067101185.1	M2
XM_067101187.1	M3
XM_067101191.1	M3
XM_067101200.1	M3
XM_067101201.1	M1
XM_067101207.1	M1
XM_067101208.1	M1
XM_067101209.1	M6
XM_067101212.1	M6
XM_067101213.1	M2
XM_067101216.1	M2
XM_067101217.1	M1
XM_067101220.1	M1
XM_067101226.1	M2
XM_067101230.1	M1
XM_067101237.1	M7
XM_067101241.1	M2
XM_067101242.1	M0
XM_067101243.1	M1
XM_067101250.1	M2
XM_067101251.1	M2
XM_067101254.1	M14
XM_067101255.1	M2
XM_067101260.1	M2
XM_067101264.1	M2
XM_067101267.1	M2
XM_067101272.1	M1
XM_067101275.1	M1
XM_067101279.1	M1
XM_067101280.1	M3
XM_067101282.1	M6
XM_067101285.1	M1
XM_067101288.1	M1
XM_067101291.1	M1
XM_067101292.1	M1
XM_067101293.1	M8
XM_067101300.1	M1
XM_067101301.1	M3
XM_067101304.1	M1
XM_067101306.1	M2
XM_067101316.1	M1
XM_067101319.1	M1
XM_067101339.1	M1
XM_067101341.1	M5
XM_067101342.1	M2
XM_067101343.1	M1
XM_067101344.1	M1
XM_067101345.1	M1
XM_067101348.1	M1
XM_067101362.1	M1
XM_067101367.1	M6
XM_067101370.1	M4
XM_067101373.1	M4
XM_067101382.1	M1
XM_067101383.1	M14
XM_067101387.1	M1
XM_067101394.1	M14
XM_067101402.1	M6
XM_067101406.1	M1
XM_067101426.1	M1
XM_067101430.1	M1
XM_067101431.1	M4
XM_067101432.1	M3
XM_067101433.1	M4
XM_067101434.1	M3
XM_067101437.1	M9
XM_067101440.1	M5
XM_067101442.1	M5
XM_067101443.1	M4
XM_067101447.1	M4
XM_067101450.1	M4
XM_067101457.1	M2
XM_067101458.1	M1
XM_067101463.1	M1
XM_067101464.1	M1
XM_067101465.1	M4
XM_067101467.1	M1
XM_067101469.1	M1
XM_067101472.1	M3
XM_067101473.1	M2
XM_067101474.1	M2
XM_067101475.1	M5
XM_067101476.1	M4
XM_067101479.1	M13
XM_067101482.1	M1
XM_067101485.1	M2
XM_067101487.1	M2
XM_067101489.1	M1
XM_067101490.1	M2
XM_067101495.1	M2
XM_067101497.1	M2
XM_067101500.1	M6
XM_067101502.1	M6
XM_067101515.1	M2
XM_067101519.1	M1
XM_067101530.1	M3
XM_067101532.1	M1
XM_067101533.1	M1
XM_067101535.1	M1
XM_067101536.1	M2
XM_067101539.1	M9
XM_067101540.1	M3
XM_067101544.1	M8
XM_067101545.1	M1
XM_067101546.1	M10
XM_067101550.1	M1
XM_067101560.1	M3
XM_067101574.1	M2
XM_067101575.1	M2
XM_067101576.1	M2
XM_067101577.1	M2
XM_067101579.1	M5
XM_067101582.1	M9
XM_067101583.1	M9
XM_067101584.1	M3
XM_067101587.1	M1
XM_067101598.1	M12
XM_067101601.1	M4
XM_067101602.1	M12
XM_067101603.1	M12
XM_067101604.1	M0
XM_067101605.1	M4
XM_067101608.1	M1
XM_067101609.1	M1
XM_067101611.1	M2
XM_067101612.1	M1
XM_067101613.1	M1
XM_067101614.1	M1
XM_067101616.1	M1
XM_067101618.1	M6
XM_067101621.1	M1
XM_067101622.1	M5
XM_067101623.1	M5
XM_067101624.1	M5
XM_067101625.1	M8
XM_067101628.1	M2
XM_067101629.1	M1
XM_067101630.1	M1
XM_067101632.1	M1
XM_067101638.1	M2
XM_067101639.1	M2
XM_067101655.1	M1
XM_067101656.1	M4
XM_067101669.1	M2
XM_067101670.1	M0
XM_067101672.1	M2
XM_067101676.1	M5
XM_067101677.1	M1
XM_067101679.1	M5
XM_067101685.1	M5
XM_067101687.1	M5
XM_067101694.1	M1
XM_067101695.1	M3
XM_067101696.1	M2
XM_067101707.1	M6
XM_067101709.1	M1
XM_067101714.1	M1
XM_067101719.1	M2
XM_067101728.1	M1
XM_067101731.1	M1
XM_067101732.1	M4
XM_067101733.1	M7
XM_067101734.1	M2
XM_067101739.1	M2
XM_067101742.1	M1
XM_067101743.1	M1
XM_067101753.1	M4
XM_067101778.1	M1
XM_067101780.1	M4
XM_067101781.1	M4
XM_067101808.1	M1
XM_067101809.1	M1
XM_067101812.1	M1
XM_067101813.1	M1
XM_067101814.1	M1
XM_067101818.1	M1
XM_067101820.1	M1
XM_067101822.1	M1
XM_067101830.1	M6
XM_067101836.1	M1
XM_067101837.1	M8
XM_067101841.1	M3
XM_067101844.1	M1
XM_067101870.1	M2
XM_067101871.1	M4
XM_067101872.1	M1
XM_067101873.1	M4
XM_067101875.1	M5
XM_067101878.1	M3
XM_067101879.1	M1
XM_067101881.1	M1
XM_067101882.1	M4
XM_067101884.1	M4
XM_067101886.1	M1
XM_067101888.1	M1
XM_067101899.1	M1
XM_067101902.1	M1
XM_067101903.1	M1
XM_067101906.1	M8
XM_067101911.1	M1
XM_067101914.1	M1
XM_067101972.1	M2
XM_067101995.1	M1
XM_067102003.1	M17
XM_067102038.1	M1
XM_067102048.1	M8
XM_067102049.1	M5
XM_067102050.1	M11
XM_067102052.1	M2
XM_067102058.1	M1
XM_067102062.1	M1
XM_067102063.1	M1
XM_067102067.1	M1
XM_067102080.1	M5
XM_067102082.1	M2
XM_067102100.1	M7
XM_067102101.1	M6
XM_067102104.1	M0
XM_067102105.1	M1
XM_067102108.1	M1
XM_067102113.1	M1
XM_067102128.1	M1
XM_067102134.1	M2
XM_067102141.1	M2
XM_067102142.1	M2
XM_067102145.1	M1
XM_067102152.1	M1
XM_067102153.1	M1
XM_067102157.1	M13
XM_067102160.1	M1
XM_067102161.1	M1
XM_067102162.1	M1
XM_067102163.1	M1
XM_067102164.1	M1
XM_067102165.1	M1
XM_067102167.1	M2
XM_067102174.1	M1
XM_067102175.1	M1
XM_067102176.1	M1
XM_067102182.1	M3
XM_067102196.1	M1
XM_067102214.1	M1
XM_067102215.1	M1
XM_067102222.1	M1
XM_067102230.1	M1
XM_067102231.1	M14
XM_067102233.1	M1
XM_067102234.1	M2
XM_067102236.1	M2
XM_067102237.1	M12
XM_067102241.1	M5
XM_067102248.1	M1
XM_067102262.1	M1
XM_067102263.1	M1
XM_067102269.1	M1
XM_067102272.1	M1
XM_067102275.1	M1
XM_067102279.1	M8
XM_067102281.1	M8
XM_067102283.1	M3
XM_067102284.1	M2
XM_067102307.1	M7
XM_067102327.1	M1
XM_067102329.1	M1
XM_067102339.1	M4
XM_067102343.1	M2
XM_067102352.1	M1
XM_067102353.1	M2
XM_067102360.1	M2
XM_067102377.1	M9
XM_067102380.1	M2
XM_067102382.1	M7
XM_067102385.1	M2
XM_067102387.1	M4
XM_067102394.1	M2
XM_067102395.1	M2
XM_067102397.1	M2
XM_067102398.1	M7
XM_067102402.1	M1
XM_067102417.1	M3
XM_067102428.1	M1
XM_067102429.1	M1
XM_067102430.1	M2
XM_067102432.1	M2
XM_067102433.1	M1
XM_067102435.1	M1
XM_067102436.1	M2
XM_067102439.1	M1
XM_067102440.1	M1
XM_067102441.1	M1
XM_067102442.1	M1
XM_067102443.1	M1
XM_067102444.1	M1
XM_067102454.1	M1
XM_067102461.1	M1
XM_067102464.1	M3
XM_067102550.1	M2
XM_067102563.1	M7
XM_067102565.1	M1
XM_067102566.1	M8
XM_067102567.1	M1
XM_067102568.1	M1
XM_067102598.1	M4
XM_067102603.1	M1
XM_067102609.1	M1
XM_067102616.1	M18
XM_067102618.1	M1
XM_067102642.1	M2
XM_067102645.1	M0
XM_067102652.1	M1
XM_067102653.1	M1
XM_067102658.1	M1
XM_067102670.1	M1
XM_067102675.1	M7
XM_067102676.1	M1
XM_067102677.1	M1
XM_067102681.1	M1
XM_067102683.1	M3
XM_067102687.1	M5
XM_067102689.1	M1
XM_067102691.1	M3
XM_067102700.1	M1
XM_067102702.1	M1
